NetC;Brindisi;;;;
Stat;Torchiarolo-Via Fanin;;;;
Parm;SO2;NO2;NOX;PM10;PM2.5
;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;ug/m3;ug/m3
;;;;;
;;;;;
06/06/20 09:00;4,99;3,34;3,70;;4,32
06/06/20 10:00;4,48;4,10;4,31;17,83;5,93
06/06/20 11:00;4,98;3,28;3,60;;6,24
06/06/20 12:00;4,53;2,68;3,36;17,34;8,33
06/06/20 13:00;4,56;3,03;3,55;;7,95
06/06/20 14:00;4,44;4,36;5,05;9,77;8,20
06/06/20 15:00;5,27;5,83;7,13;;9,55
06/06/20 16:00;5,07;2,30;3,17;14,90;8,32
06/06/20 17:00;5,01;2,21;2,58;;6,97
06/06/20 18:00;4,99;2,48;3,09;11,48;6,92
06/06/20 19:00;5,52;4,79;5,38;;7,46
06/06/20 20:00;5,49;7,09;8,16;8,06;8,63
06/06/20 21:00;5,30;5,96;6,90;;8,81
06/06/20 22:00;5,01;8,38;9,23;12,94;7,83
06/06/20 23:00;5,10;12,47;13,71;;6,79
06/07/20 00:00;4,92;9,56;10,14;19,29;6,24
06/07/20 01:00;4,75;7,07;7,84;;6,49
06/07/20 02:00;4,33;5,49;6,38;21,98;9,31
06/07/20 03:00;5,34;5,07;5,98;;9,54
06/07/20 04:00;4,70;4,97;5,68;19,54;7,46
06/07/20 05:00;4,67;5,34;6,25;;4,89
06/07/20 06:00;5,05;5,53;6,50;16,12;2,59
06/07/20 07:00;4,68;7,23;8,98;;6,29
06/07/20 08:00;5,21;5,65;7,11;16,12;7,92
06/07/20 09:00;5,47;4,42;5,25;;5,19
06/07/20 10:00;4,75;3,21;3,38;21,98;4,71
06/07/20 11:00;5,20;3,18;3,71;;6,31
06/07/20 12:00;4,99;2,89;3,29;10,99;5,75
06/07/20 13:00;5,42;2,73;3,40;;5,63
06/07/20 14:00;4,85;2,73;3,15;5,62;5,20
06/07/20 15:00;4,78;2,63;3,05;;4,38
06/07/20 16:00;5,18;2,53;2,91;8,06;4,27
06/07/20 17:00;4,65;;;;3,55
06/07/20 18:00;4,62;2,85;3,11;7,81;4,17
06/07/20 19:00;4,81;3,26;3,55;;5,08
06/07/20 20:00;4,79;5,85;6,23;5,62;6,13
06/07/20 21:00;4,85;8,53;8,96;;7,28
06/07/20 22:00;4,83;8,06;8,89;7,33;7,47
06/07/20 23:00;4,84;5,11;5,48;;11,54
06/08/20 00:00;4,91;4,75;5,30;13,92;11,01
06/08/20 01:00;;4,02;4,62;;6,27
06/08/20 02:00;4,26;3,19;3,63;15,63;4,22
06/08/20 03:00;4,78;;;;4,90
06/08/20 04:00;4,51;4,53;5,26;30,28;8,09
06/08/20 05:00;5,20;3,78;4,54;;8,68
06/08/20 06:00;5,24;5,38;6,21;27,59;6,71
06/08/20 07:00;5,49;6,61;7,96;;5,08
06/08/20 08:00;4,64;7,51;9,51;27,59;7,99
06/08/20 09:00;4,66;5,51;6,71;;11,25
06/08/20 10:00;4,65;7,50;8,59;27,11;13,59
06/08/20 11:00;3,85;4,78;6,18;;12,05
06/08/20 12:00;4,77;3,30;3,97;31,50;10,91
06/08/20 13:00;4,84;2,86;3,42;;9,17
06/08/20 14:00;4,59;3,21;4,16;19,05;5,12
06/08/20 15:00;5,36;2,93;3,85;;6,13
06/08/20 16:00;6,52;4,15;4,36;11,97;7,84
06/08/20 17:00;4,76;4,09;4,72;;8,43
06/08/20 18:00;5,53;3,75;4,65;7,33;7,95
06/08/20 19:00;4,86;3,86;4,43;;9,56
06/08/20 20:00;4,53;3,22;3,78;12,94;8,43
06/08/20 21:00;4,53;4,18;4,53;;8,58
06/08/20 22:00;5,25;4,30;4,96;11,72;8,58
06/08/20 23:00;4,68;5,09;5,64;;6,61
06/09/20 00:00;3,93;6,46;7,46;23,69;7,66
06/09/20 01:00;4,88;10,87;12,27;;8,14
06/09/20 02:00;4,93;4,24;4,56;31,50;6,91
06/09/20 03:00;4,68;6,44;7,44;;6,79
06/09/20 04:00;4,97;18,54;23,16;27,35;8,51
06/09/20 05:00;5,28;18,87;41,64;;7,46
06/09/20 06:00;5,68;18,90;68,77;20,51;5,76
06/09/20 07:00;5,20;10,01;13,61;;6,43
06/09/20 08:00;5,22;6,86;8,58;20,51;8,69
06/09/20 09:00;5,45;8,14;9,78;;9,98
06/09/20 10:00;5,05;9,02;11,14;18,07;8,73
06/09/20 11:00;5,85;9,21;11,29;;5,14
06/09/20 12:00;6,40;8,04;9,67;9,77;3,37
06/09/20 13:00;6,10;2,38;3,21;;5,02
06/09/20 14:00;5,17;1,88;2,19;5,86;5,94
06/09/20 15:00;5,43;2,34;3,27;;6,92
06/09/20 16:00;5,51;1,93;2,70;14,41;7,47
06/09/20 17:00;4,69;4,22;4,87;;6,61
06/09/20 18:00;4,67;7,95;9,55;8,55;5,75
06/09/20 19:00;5,13;14,39;17,38;;6,98
06/09/20 20:00;5,35;7,86;9,99;8,30;6,28
06/09/20 21:00;5,33;8,20;9,22;;4,83
06/09/20 22:00;5,09;8,09;9,78;21,73;9,19
06/09/20 23:00;5,53;12,33;14,78;;9,48
06/10/20 00:00;4,95;5,62;6,61;20,51;10,41
06/10/20 01:00;;6,73;8,40;;8,35
06/10/20 02:00;5,00;13,16;16,40;19,54;4,71
06/10/20 03:00;4,22;;;;6,20
06/10/20 04:00;4,58;8,87;10,23;13,68;6,91
06/10/20 05:00;5,13;7,91;9,22;;6,79
06/10/20 06:00;5,01;12,70;15,40;17,09;6,33
06/10/20 07:00;4,17;12,19;15,03;;6,73
06/10/20 08:00;4,60;10,05;13,29;17,09;7,60
06/10/20 09:00;4,21;8,41;10,66;;10,65
06/10/20 10:00;4,66;4,85;5,58;14,90;9,97
06/10/20 11:00;5,05;4,02;5,02;;7,34
06/10/20 12:00;4,68;5,08;5,61;17,34;5,20
06/10/20 13:00;4,98;2,66;3,11;;3,68
06/10/20 14:00;4,93;2,41;3,11;9,28;3,87
06/10/20 15:00;4,32;2,22;2,68;;4,81
06/10/20 16:00;4,26;3,15;3,69;10,26;4,65
06/10/20 17:00;4,16;2,75;3,38;;4,28
06/10/20 18:00;4,88;3,01;3,38;7,81;3,18
06/10/20 19:00;4,42;2,24;2,65;;2,63
06/10/20 20:00;4,11;5,28;5,64;11,23;1,83
06/10/20 21:00;4,74;6,04;6,46;;7,11
06/10/20 22:00;4,88;11,60;12,75;10,26;8,44
06/10/20 23:00;4,46;14,36;15,66;;5,63
06/11/20 00:00;4,28;16,80;18,21;10,74;5,07
06/11/20 01:00;4,20;11,84;12,96;;4,45
06/11/20 02:00;5,01;4,00;4,76;15,63;5,82
06/11/20 03:00;5,29;10,05;11,43;;6,67
06/11/20 04:00;5,13;22,31;24,84;15,14;5,69
06/11/20 05:00;5,07;20,35;23,81;;4,10
06/11/20 06:00;4,54;13,51;16,42;12,70;4,44
06/11/20 07:00;4,93;13,03;15,83;;6,49
06/11/20 08:00;5,54;7,50;8,96;12,70;5,50
06/11/20 09:00;5,37;4,29;5,22;;4,10
06/11/20 10:00;5,78;3,90;4,72;10,26;3,06
06/11/20 11:00;5,05;3,96;4,36;;0,98
06/11/20 12:00;4,65;2,13;2,38;9,28;1,10
06/11/20 13:00;4,18;1,89;2,05;;3,23
06/11/20 14:00;4,87;1,92;2,08;5,86;3,50
06/11/20 15:00;4,94;2,05;2,37;;2,14
06/11/20 16:00;5,23;;;9,04;1,35
06/11/20 17:00;5,00;;;;2,51
06/11/20 18:00;5,05;3,36;3,58;9,52;3,55
06/11/20 19:00;5,04;5,39;6,02;;3,12
06/11/20 20:00;5,27;4,76;5,04;6,11;3,67
06/11/20 21:00;5,00;4,58;4,99;;5,57
06/11/20 22:00;4,59;5,35;5,86;12,94;7,71
06/11/20 23:00;4,56;4,60;5,20;;7,83
06/12/20 00:00;4,57;9,73;10,51;9,04;5,50
06/12/20 01:00;;10,24;10,90;;5,03
06/12/20 02:00;4,28;6,46;7,17;9,28;6,98
06/12/20 03:00;4,40;;;;8,33
06/12/20 04:00;5,17;17,17;20,98;16,61;7,10
06/12/20 05:00;4,42;19,97;25,53;;7,04
06/12/20 06:00;3,00;24,38;33,73;11,23;8,01
06/12/20 07:00;4,65;8,79;10,66;;7,16
06/12/20 08:00;5,13;5,90;6,86;11,23;4,96
06/12/20 09:00;4,90;8,24;9,63;;3,98
06/12/20 10:00;5,63;4,88;5,71;11,97;5,45
06/12/20 11:00;5,23;4,50;5,56;;5,69
06/12/20 12:00;5,15;3,79;4,27;14,90;2,82
06/12/20 13:00;5,33;3,53;3,67;;1,41
06/12/20 14:00;5,03;2,62;3,01;8,79;4,65
06/12/20 15:00;4,86;2,55;3,14;;6,73
06/12/20 16:00;5,06;1,74;1,98;5,62;4,71
06/12/20 17:00;5,64;1,59;1,77;;1,35
06/12/20 18:00;4,97;2,34;2,65;4,64;
06/12/20 19:00;5,02;2,95;3,35;;2,02
06/12/20 20:00;4,62;4,47;5,20;6,84;7,40
06/12/20 21:00;5,06;5,47;6,29;;8,62
06/12/20 22:00;4,90;26,72;28,53;4,64;7,10
06/12/20 23:00;5,33;23,55;25,68;;5,27
13/06/2020 00:00;4,73;9,41;10,17;16,36;3,47
13/06/2020 01:00;4,75;19,64;21,13;;4,28
13/06/2020 02:00;4,43;22,93;31,01;14,65;4,28
13/06/2020 03:00;4,87;17,65;20,27;;7,61
13/06/2020 04:00;5,07;21,43;26,05;13,19;10,17
13/06/2020 05:00;5,07;26,31;48,50;;8,32
13/06/2020 06:00;5,10;29,37;59,87;12,21;9,51
13/06/2020 07:00;4,55;19,74;28,38;;13,52
13/06/2020 08:00;4,75;7,86;9,22;12,21;11,50
13/06/2020 09:00;1,92;7,54;8,46;;6,98
13/06/2020 10:00;5,75;8,27;9,81;17,34;4,75
13/06/2020 11:00;5,36;6,05;6,99;;3,36
13/06/2020 12:00;4,79;5,18;5,83;13,43;1,10
13/06/2020 13:00;5,78;3,87;4,60;;
13/06/2020 14:00;5,14;2,53;2,62;11,48;2,02
13/06/2020 15:00;5,04;3,05;3,49;;3,18
13/06/2020 16:00;5,34;2,01;2,20;10,01;3,61
13/06/2020 17:00;5,05;2,44;2,91;;4,71
13/06/2020 18:00;5,30;1,78;1,97;5,62;4,65
13/06/2020 19:00;5,12;3,67;4,09;;3,55
13/06/2020 20:00;5,20;6,52;7,09;7,33;3,24
13/06/2020 21:00;4,62;5,45;6,07;;3,92
13/06/2020 22:00;4,88;8,07;8,83;8,06;2,63
13/06/2020 23:00;5,11;5,97;6,66;;4,47
14/06/2020 00:00;5,08;6,99;7,46;11,97;5,69
14/06/2020 01:00;;11,15;12,54;;4,09
14/06/2020 02:00;4,73;11,00;12,61;18,32;3,73
14/06/2020 03:00;5,23;;;;3,39
14/06/2020 04:00;4,98;11,05;12,68;15,87;6,34
14/06/2020 05:00;5,40;9,45;10,71;;10,77
14/06/2020 06:00;4,80;7,23;8,40;13,68;10,82
14/06/2020 07:00;5,36;7,74;9,50;;10,34
14/06/2020 08:00;4,66;5,24;6,13;13,68;9,42
14/06/2020 09:00;5,45;3,94;4,14;;7,10
14/06/2020 10:00;5,10;4,23;4,70;14,65;4,28
14/06/2020 11:00;5,38;4,17;4,85;;5,08
14/06/2020 12:00;5,52;3,04;3,69;9,52;5,32
14/06/2020 13:00;5,24;3,48;3,82;;3,30
14/06/2020 14:00;5,61;2,39;2,53;9,52;3,53
14/06/2020 15:00;5,95;2,83;3,23;;4,83
14/06/2020 16:00;5,79;;;6,35;4,47
14/06/2020 17:00;5,57;;;;2,51
14/06/2020 18:00;5,35;;;11,48;4,28
14/06/2020 19:00;5,55;;;;7,94
14/06/2020 20:00;4,58;3,71;4,03;6,59;8,07
14/06/2020 21:00;4,24;5,20;5,54;;10,65
14/06/2020 22:00;5,50;9,62;10,21;12,21;12,12
14/06/2020 23:00;5,19;14,25;15,14;;12,36
15/06/2020 00:00;5,72;13,36;14,14;12,45;9,18
15/06/2020 01:00;5,44;6,01;6,41;;8,21
15/06/2020 02:00;5,72;3,12;3,54;21,00;9,18
15/06/2020 03:00;5,26;2,93;3,19;;6,79
15/06/2020 04:00;5,16;5,10;5,23;16,36;3,55
15/06/2020 05:00;5,35;12,76;13,60;;3,37
15/06/2020 06:00;5,31;11,31;12,71;8,06;3,80
15/06/2020 07:00;5,11;9,55;11,18;;3,31
15/06/2020 08:00;5,00;4,93;5,71;8,06;3,79
15/06/2020 09:00;3,85;4,33;5,37;;5,02
15/06/2020 10:00;5,04;3,33;3,86;14,90;6,24
15/06/2020 11:00;5,23;3,25;3,79;;7,28
15/06/2020 12:00;5,21;5,39;6,07;11,72;7,68
15/06/2020 13:00;5,47;3,37;4,08;;7,13
15/06/2020 14:00;5,35;1,92;2,24;17,09;6,73
15/06/2020 15:00;5,60;3,58;4,02;;7,10
15/06/2020 16:00;5,35;4,92;5,65;11,97;6,79
15/06/2020 17:00;4,98;3,60;4,52;;5,69
15/06/2020 18:00;5,37;3,60;3,98;7,08;6,12
15/06/2020 19:00;5,46;3,51;3,92;;5,45
15/06/2020 20:00;4,87;3,30;3,73;16,61;3,86
15/06/2020 21:00;3,89;4,51;4,86;;6,66
15/06/2020 22:00;5,37;6,83;7,87;9,52;8,14
15/06/2020 23:00;5,70;10,67;11,77;;6,00
16/06/2020 00:00;5,04;11,56;12,51;11,72;3,98
16/06/2020 01:00;;8,35;9,28;;3,55
16/06/2020 02:00;5,52;11,62;12,83;18,80;6,05
16/06/2020 03:00;5,18;;;;6,17
16/06/2020 04:00;5,13;13,02;14,61;11,48;3,92
16/06/2020 05:00;5,80;13,10;14,77;;5,88
16/06/2020 06:00;5,62;20,14;24,95;10,50;6,27
16/06/2020 07:00;4,96;13,25;15,55;;7,22
16/06/2020 08:00;5,12;5,92;7,05;10,50;7,47
16/06/2020 09:00;5,26;6,17;7,60;;4,53
16/06/2020 10:00;5,29;3,75;4,45;9,04;4,16
16/06/2020 11:00;4,74;4,60;5,46;;5,26
16/06/2020 12:00;4,96;4,75;5,31;8,55;4,23
16/06/2020 13:00;5,22;3,86;4,43;;3,37
16/06/2020 14:00;5,25;2,56;2,74;5,62;2,27
16/06/2020 15:00;5,22;4,79;5,98;;2,08
16/06/2020 16:00;4,95;4,35;5,67;4,40;2,45
16/06/2020 17:00;5,35;4,10;5,11;;2,75
16/06/2020 18:00;4,82;4,91;5,80;7,33;2,65
16/06/2020 19:00;4,27;5,05;6,12;;2,73
16/06/2020 20:00;4,93;7,17;8,17;14,16;3,69
16/06/2020 21:00;4,87;5,24;5,98;;4,79
16/06/2020 22:00;4,77;7,40;8,36;13,19;4,28
16/06/2020 23:00;3,45;6,67;7,97;;1,66
17/06/2020 00:00;3,99;5,11;6,20;7,57;1,77
17/06/2020 01:00;5,40;7,29;8,42;;4,59
17/06/2020 02:00;5,19;12,53;14,80;10,74;5,45
17/06/2020 03:00;5,60;13,21;15,40;;4,58
17/06/2020 04:00;5,16;14,79;17,53;12,45;5,34
17/06/2020 05:00;5,26;23,58;29,63;;5,57
17/06/2020 06:00;4,97;15,78;26,58;10,99;5,55
17/06/2020 07:00;5,28;9,30;13,44;;6,36
17/06/2020 08:00;5,14;5,40;7,54;10,99;5,27
17/06/2020 09:00;5,15;3,98;5,13;;1,90
17/06/2020 10:00;4,83;3,32;4,41;17,09;0,67
17/06/2020 11:00;5,29;4,00;4,93;;1,65
17/06/2020 12:00;5,27;3,16;4,00;9,77;3,42
17/06/2020 13:00;6,84;5,53;6,79;;4,83
17/06/2020 14:00;7,53;2,95;3,55;6,11;3,74
17/06/2020 15:00;7,66;4,10;4,73;;2,94
17/06/2020 16:00;7,77;6,75;7,74;6,35;2,33
17/06/2020 17:00;6,78;10,27;12,26;;1,09
17/06/2020 18:00;7,55;12,81;15,08;8,79;1,71
17/06/2020 19:00;8,17;9,86;11,58;;2,45
17/06/2020 20:00;8,13;19,62;21,56;9,28;6,48
17/06/2020 21:00;7,60;17,44;19,61;;7,71
17/06/2020 22:00;6,98;14,27;15,71;8,55;8,38
17/06/2020 23:00;7,99;7,95;9,32;;8,57
18/06/2020 00:00;7,97;10,28;12,41;13,92;6,67
18/06/2020 01:00;;6,72;8,33;;7,85
18/06/2020 02:00;5,13;4,35;5,02;14,90;6,98
18/06/2020 03:00;4,91;;;;9,57
18/06/2020 04:00;5,11;14,98;21,29;18,07;9,68
18/06/2020 05:00;5,32;11,30;13,49;;9,29
18/06/2020 06:00;5,11;13,49;17,70;16,12;8,55
18/06/2020 07:00;5,45;10,55;14,21;;6,43
18/06/2020 08:00;5,52;6,06;8,32;16,12;4,72
18/06/2020 09:00;5,06;5,31;6,74;;4,16
18/06/2020 10:00;4,38;4,61;5,73;12,70;4,28
18/06/2020 11:00;4,55;4,29;5,65;;4,83
18/06/2020 12:00;4,90;5,90;7,24;8,06;6,66
18/06/2020 13:00;4,91;5,30;6,15;;8,93
18/06/2020 14:00;4,74;5,23;6,49;8,55;8,60
18/06/2020 15:00;4,52;2,44;3,39;;12,09
18/06/2020 16:00;4,82;2,37;2,91;12,94;11,52
18/06/2020 17:00;5,23;3,01;3,93;;9,18
18/06/2020 18:00;5,08;3,41;4,13;8,55;6,99
18/06/2020 19:00;5,42;3,76;4,46;;9,53
18/06/2020 20:00;4,89;6,31;7,06;10,50;9,68
18/06/2020 21:00;5,30;14,30;16,42;;6,13
18/06/2020 22:00;4,64;23,92;26,82;13,43;8,19
18/06/2020 23:00;5,17;12,10;13,65;;9,86
19/06/2020 00:00;4,73;12,27;14,45;19,05;6,74
19/06/2020 01:00;5,32;12,49;14,24;;4,50
19/06/2020 02:00;5,05;15,92;18,45;20,51;5,89
19/06/2020 03:00;5,19;14,91;18,24;;5,39
19/06/2020 04:00;5,39;21,85;40,52;20,51;4,10
19/06/2020 05:00;5,52;23,39;39,41;;6,22
19/06/2020 06:00;4,47;20,02;31,62;13,68;6,62
19/06/2020 07:00;4,70;14,09;19,10;;5,45
19/06/2020 08:00;5,83;8,47;10,74;13,68;4,84
19/06/2020 09:00;5,45;12,64;15,17;;3,86
19/06/2020 10:00;5,06;6,43;7,62;7,81;2,52
19/06/2020 11:00;4,52;5,74;6,74;;1,88
19/06/2020 12:00;4,60;4,53;5,05;5,37;5,42
19/06/2020 13:00;5,27;5,23;6,07;;9,01
19/06/2020 14:00;5,28;3,55;4,03;6,11;7,05
19/06/2020 15:00;5,49;3,67;4,01;;8,13
19/06/2020 16:00;5,29;3,42;3,52;10,01;8,82
19/06/2020 17:00;5,33;3,86;4,31;;7,85
19/06/2020 18:00;5,53;3,15;3,47;6,11;8,25
19/06/2020 19:00;5,69;5,43;5,96;;7,11
19/06/2020 20:00;5,36;6,27;6,51;7,57;8,31
19/06/2020 21:00;5,17;13,60;14,11;;8,88
19/06/2020 22:00;5,22;16,50;17,30;12,21;9,91
19/06/2020 23:00;5,66;10,45;10,85;;8,45
20/06/2020 00:00;5,26;13,30;14,14;10,50;2,89
20/06/2020 01:00;;16,72;18,22;;0,31
20/06/2020 02:00;5,47;18,11;19,53;15,38;1,95
20/06/2020 03:00;5,35;;;;3,06
20/06/2020 04:00;5,25;12,98;14,24;15,14;4,34
20/06/2020 05:00;5,59;11,70;13,57;;5,57
20/06/2020 06:00;6,17;22,03;43,11;12,70;4,22
20/06/2020 07:00;5,68;21,73;40,48;;3,43
20/06/2020 08:00;5,51;13,94;16,83;12,70;5,31
20/06/2020 09:00;5,84;7,52;8,92;;6,61
20/06/2020 10:00;5,94;3,70;4,28;14,41;5,63
20/06/2020 11:00;5,61;2,99;3,84;;5,99
20/06/2020 12:00;5,96;4,28;4,91;17,34;5,27
20/06/2020 13:00;6,23;3,96;4,46;;3,37
20/06/2020 14:00;6,73;3,95;4,57;11,72;2,75
20/06/2020 15:00;6,14;1,89;2,23;;2,39
20/06/2020 16:00;5,76;1,91;2,19;10,74;3,42
20/06/2020 17:00;5,58;3,05;3,68;;5,20
20/06/2020 18:00;5,98;2,57;2,68;13,43;6,96
20/06/2020 19:00;5,82;2,38;2,47;;6,23
20/06/2020 20:00;5,70;4,15;4,84;11,72;4,60
20/06/2020 21:00;5,69;4,34;5,26;;6,31
20/06/2020 22:00;5,81;3,20;3,67;10,99;6,60
20/06/2020 23:00;6,00;2,66;2,88;;5,45
21/06/2020 00:00;5,45;2,61;2,91;13,19;5,93
21/06/2020 01:00;5,63;1,61;1,64;;5,33
21/06/2020 02:00;5,90;1,64;2,01;27,84;4,40
21/06/2020 03:00;5,66;;;;5,19
21/06/2020 04:00;6,14;;;21,98;6,00
21/06/2020 05:00;6,65;3,11;3,35;;5,01
21/06/2020 06:00;5,68;3,64;4,41;11,23;4,81
21/06/2020 07:00;5,27;2,77;2,92;;6,48
21/06/2020 08:00;6,16;2,32;2,73;11,23;6,25
21/06/2020 09:00;6,32;2,44;2,70;;4,78
21/06/2020 10:00;6,54;2,62;2,99;6,35;5,74
21/06/2020 11:00;6,28;2,24;2,34;;5,46
21/06/2020 12:00;6,28;1,75;1,83;3,91;3,86
21/06/2020 13:00;5,94;;;;4,10
21/06/2020 14:00;5,17;1,59;1,78;2,69;4,37
21/06/2020 15:00;5,66;1,69;2,07;;2,21
21/06/2020 16:00;6,09;1,78;1,85;7,81;0,37
21/06/2020 17:00;6,37;2,03;2,29;;3,28
21/06/2020 18:00;6,06;;;7,33;5,51
21/06/2020 19:00;6,44;2,54;2,82;;4,96
21/06/2020 20:00;6,44;;;6,11;5,68
21/06/2020 21:00;6,64;2,51;2,70;;7,23
21/06/2020 22:00;5,82;2,57;2,92;9,52;6,06
21/06/2020 23:00;6,35;3,06;3,39;;8,54
22/06/2020 00:00;6,41;2,61;2,79;11,97;10,51
22/06/2020 01:00;;2,00;2,23;;7,57
22/06/2020 02:00;5,43;;;15,87;4,72
22/06/2020 03:00;5,86;;;;2,14
22/06/2020 04:00;5,86;2,01;2,59;8,55;4,01
22/06/2020 05:00;5,71;2,49;3,24;;5,57
22/06/2020 06:00;5,75;4,37;4,86;9,04;4,14
22/06/2020 07:00;5,65;4,19;5,25;;3,91
22/06/2020 08:00;5,85;5,74;8,40;9,04;6,29
22/06/2020 09:00;5,59;3,38;4,15;;7,83
22/06/2020 10:00;5,12;3,57;4,71;11,23;6,31
22/06/2020 11:00;4,94;2,77;3,14;;9,94
22/06/2020 12:00;5,29;3,24;4,11;10,26;9,15
22/06/2020 13:00;5,35;1,96;2,07;;5,70
22/06/2020 14:00;5,41;2,18;2,87;10,99;4,84
22/06/2020 15:00;5,55;1,85;2,05;;3,31
22/06/2020 16:00;5,83;2,19;2,25;11,48;2,27
22/06/2020 17:00;4,98;2,89;3,76;;1,42
22/06/2020 18:00;5,11;2,79;2,84;11,97;0,37
22/06/2020 19:00;6,15;2,96;2,98;;2,37
22/06/2020 20:00;5,98;2,93;3,09;8,30;4,16
22/06/2020 21:00;5,87;2,99;3,13;;6,29
22/06/2020 22:00;5,58;3,42;3,72;5,62;7,68
22/06/2020 23:00;5,31;2,88;2,92;;7,86
23/06/2020 00:00;5,53;3,79;4,50;11,23;7,59
23/06/2020 01:00;5,08;2,06;2,30;;6,98
23/06/2020 02:00;5,35;1,89;2,40;13,43;6,91
23/06/2020 03:00;5,28;;;;9,23
23/06/2020 04:00;5,48;2,20;2,48;13,68;10,35
23/06/2020 05:00;5,19;2,74;2,91;;8,09
23/06/2020 06:00;5,90;6,00;6,95;17,83;7,62
23/06/2020 07:00;5,60;5,36;5,97;;7,35
23/06/2020 08:00;5,74;2,91;3,22;17,83;6,73
23/06/2020 09:00;5,80;2,96;3,53;;5,82
23/06/2020 10:00;5,22;3,25;3,97;13,92;5,38
23/06/2020 11:00;5,17;2,77;3,48;;5,69
23/06/2020 12:00;5,36;2,04;2,25;8,06;6,73
23/06/2020 13:00;4,94;2,04;2,31;;6,61
23/06/2020 14:00;5,26;2,67;2,70;4,15;5,03
23/06/2020 15:00;6,11;2,11;2,29;;4,10
23/06/2020 16:00;4,69;2,45;2,82;11,97;3,07
23/06/2020 17:00;4,23;2,50;2,97;;3,91
23/06/2020 18:00;4,77;2,12;2,42;7,81;11,28
23/06/2020 19:00;4,94;2,36;2,79;;11,59
23/06/2020 20:00;4,97;;;6,84;6,68
23/06/2020 21:00;5,00;3,60;3,73;;8,30
23/06/2020 22:00;5,66;3,70;3,85;10,50;11,86
23/06/2020 23:00;5,27;4,56;4,78;;10,12
24/06/2020 00:00;4,83;3,07;3,83;14,90;10,25
24/06/2020 01:00;;2,81;3,17;;11,80
24/06/2020 02:00;4,47;3,36;3,90;23,93;10,11
24/06/2020 03:00;5,24;;;;10,16
24/06/2020 04:00;5,40;3,29;3,71;23,93;8,46
24/06/2020 05:00;4,85;9,28;10,31;;7,46
24/06/2020 06:00;4,72;7,30;8,62;17,58;13,24
24/06/2020 07:00;5,17;5,58;6,80;;14,95
24/06/2020 08:00;5,17;3,77;4,29;17,58;10,07
24/06/2020 09:00;4,08;4,03;4,84;;8,05
24/06/2020 10:00;4,63;4,54;5,07;19,05;6,44
24/06/2020 11:00;4,76;3,97;4,38;;5,20
24/06/2020 12:00;4,65;5,73;6,69;13,19;4,29
24/06/2020 13:00;6,18;4,08;4,63;;17,13
24/06/2020 14:00;5,92;2,21;2,70;16,12;16,12
24/06/2020 15:00;5,82;3,88;4,60;;8,63
24/06/2020 16:00;4,86;2,47;2,81;14,65;7,97
24/06/2020 17:00;5,90;3,10;3,36;;7,34
24/06/2020 18:00;5,07;8,02;9,20;13,43;9,77
24/06/2020 19:00;5,83;4,82;5,12;;10,17
24/06/2020 20:00;5,83;8,82;9,43;17,58;8,09
24/06/2020 21:00;5,73;9,48;10,39;;12,07
24/06/2020 22:00;4,42;11,22;12,38;15,38;12,39
24/06/2020 23:00;4,95;7,22;8,04;;9,31
25/06/2020 00:00;4,78;6,41;7,26;19,78;8,89
25/06/2020 01:00;5,16;5,56;6,11;;9,51
25/06/2020 02:00;3,69;5,27;5,38;23,20;10,34
25/06/2020 03:00;5,09;6,22;6,70;;9,76
25/06/2020 04:00;3,75;8,35;9,10;18,07;7,70
25/06/2020 05:00;4,48;16,28;17,41;;6,74
25/06/2020 06:00;5,61;34,71;43,65;10,99;7,27
25/06/2020 07:00;4,99;14,94;16,98;;7,11
25/06/2020 08:00;5,41;8,29;8,72;10,99;6,19
25/06/2020 09:00;5,24;6,68;7,37;;6,72
25/06/2020 10:00;5,60;4,93;5,68;19,54;6,07
25/06/2020 11:00;5,28;2,82;3,43;;4,47
25/06/2020 12:00;5,48;2,66;3,14;12,45;5,61
25/06/2020 13:00;5,48;2,33;2,44;;6,19
25/06/2020 14:00;5,11;7,21;8,35;10,01;5,27
25/06/2020 15:00;5,79;1,83;2,33;;5,99
25/06/2020 16:00;5,86;2,50;3,04;6,35;6,37
25/06/2020 17:00;4,19;;;;7,76
25/06/2020 18:00;4,80;1,77;2,03;4,40;7,42
25/06/2020 19:00;5,23;2,62;2,79;;5,33
25/06/2020 20:00;5,16;29,10;47,25;3,66;4,59
25/06/2020 21:00;5,12;19,70;21,03;;9,86
25/06/2020 22:00;5,33;21,49;22,47;9,04;13,83
25/06/2020 23:00;5,66;10,47;11,03;;10,43
26/06/2020 00:00;4,57;19,71;20,68;34,43;6,68
26/06/2020 01:00;;28,83;31,00;;8,38
26/06/2020 02:00;5,28;24,90;27,78;27,35;10,46
26/06/2020 03:00;5,18;;;;10,16
26/06/2020 04:00;5,50;30,09;90,99;25,64;7,98
26/06/2020 05:00;2,21;29,43;98,19;;11,16
26/06/2020 06:00;4,98;30,76;113,11;19,54;11,84
26/06/2020 07:00;5,21;20,61;34,35;;12,70
26/06/2020 08:00;5,20;5,40;6,14;19,54;13,47
26/06/2020 09:00;5,77;5,63;5,97;;9,84
26/06/2020 10:00;5,97;3,31;3,68;23,93;7,15
