Stat;EN02;;;;;;;
Parm;PM10;PM2.5;NOX;NO;NO2;CO;O3;
Unit;ug/m3;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3 293K;
06/08/20 07:00;16;6;40,47;8,10;28,17;0,28;34,56;
06/08/20 08:00;16;6;34,33;6,85;23,94;0,29;42,78;
06/08/20 09:00;14;6;;;;0,29;56,57;
06/08/20 10:00;16;9;28,77;5,63;20,25;;56,52;
06/08/20 11:00;16;8;20,76;4,80;13,51;0,30;60,95;
06/08/20 12:00;16;7;21,69;4,74;14,52;0,25;74,28;
06/08/20 13:00;17;9;9,76;2,71;5,71;0,24;;
06/08/20 14:00;18;13;10,25;2,93;5,87;0,21;87,12;
06/08/20 15:00;19;16;8,70;2,71;4,66;0,21;81,78;
06/08/20 16:00;22;19;8,57;2,69;4,53;0,21;80,66;
06/08/20 17:00;23;21;5,87;2,22;2,56;0,21;82,90;
06/08/20 18:00;24;22;5,60;2,14;2,43;0,22;86,16;
06/08/20 19:00;22;19;5,50;2,02;2,51;0,23;90,77;
06/08/20 20:00;21;15;9,50;2,01;6,52;0,26;86,19;
06/08/20 21:00;19;11;14,68;2,17;11,45;0,29;78,17;
06/08/20 22:00;14;6;13,13;2,14;9,98;0,27;70,14;
06/08/20 23:00;13;6;20,23;3,76;14,60;0,28;51,28;
07/08/20 00:00;15;7;22,20;3,60;16,79;0,29;55,48;
07/08/20 01:00;14;7;21,15;3,08;16,54;0,29;60,09;
07/08/20 02:00;15;7;8,90;2,07;5,83;0,30;65,10;
07/08/20 03:00;15;7;8,43;1,94;5,57;0,30;59,24;
07/08/20 04:00;18;7;17,60;2,74;13,51;0,34;47,23;
07/08/20 05:00;18;7;38,15;7,37;26,97;0,31;38,53;
07/08/20 06:00;19;7;14,99;2,70;10,96;0,33;50,84;
07/08/20 07:00;17;7;23,74;4,20;17,43;0,34;47,31;
07/08/20 08:00;17;7;;;;0,37;40,47;
07/08/20 09:00;18;6;22,82;4,66;15,79;;67,34;
07/08/20 10:00;22;7;13,71;3,29;8,77;0,29;77,35;
07/08/20 11:00;26;11;10,91;3,01;6,44;0,27;86,35;
07/08/20 12:00;31;18;11,47;3,16;6,76;0,24;;
07/08/20 13:00;34;24;10,94;2,85;6,68;0,24;89,95;
07/08/20 14:00;34;30;8,71;2,50;4,98;0,22;90,99;
07/08/20 15:00;35;33;7,86;2,45;4,21;0,23;93,57;
07/08/20 16:00;30;32;6,62;2,24;3,29;0,22;92,24;
07/08/20 17:00;30;31;6,54;2,18;3,31;0,25;86,72;
07/08/20 18:00;29;25;5,53;2,10;2,42;0,27;86,69;
07/08/20 19:00;23;18;4,99;2,02;2,00;0,26;91,95;
07/08/20 20:00;24;16;8,88;1,99;5,93;0,29;91,11;
07/08/20 21:00;28;15;11,26;2,07;8,20;0,34;81,65;
07/08/20 22:00;23;10;17,09;2,48;13,48;0,41;66,00;
07/08/20 23:00;19;7;10,98;2,04;7,97;0,32;67,68;
08/08/20 00:00;19;7;10,61;2,01;7,63;0,35;68,39;
08/08/20 01:00;21;8;18,03;2,53;14,26;0,36;62,92;
08/08/20 02:00;17;8;13,68;2,28;10,29;0,35;71,80;
08/08/20 03:00;18;8;10,19;2,05;7,16;0,35;80,69;
08/08/20 04:00;22;7;15,61;2,36;12,09;0,34;72,61;
08/08/20 05:00;26;8;9,33;1,96;6,43;0,35;73,82;
08/08/20 06:00;29;9;21,39;3,45;16,21;0,35;62,25;
08/08/20 07:00;24;9;;;;0,38;67,65;
08/08/20 08:00;19;8;14,48;2,91;10,13;;71,20;
08/08/20 09:00;20;9;6,94;2,20;3,67;0,34;87,71;
08/08/20 10:00;25;11;6,52;2,25;3,18;0,32;87,16;
08/08/20 11:00;28;14;5,81;2,19;2,57;0,29;;
08/08/20 12:00;29;17;5,61;2,18;2,38;0,27;93,78;
08/08/20 13:00;28;20;5,06;2,16;1,86;0,24;93,59;
08/08/20 14:00;28;24;5,04;2,18;1,80;0,24;94,81;
08/08/20 15:00;27;26;4,65;2,11;1,51;0,24;100,83;
08/08/20 16:00;26;27;5,06;2,11;1,93;0,23;106,20;
08/08/20 17:00;27;27;4,95;2,11;1,82;0,24;106,53;
08/08/20 18:00;26;25;5,57;2,10;2,45;0,27;108,08;
08/08/20 19:00;27;23;5,28;2,07;2,22;0,29;108,77;
08/08/20 20:00;28;20;6,05;2,01;3,08;0,32;104,26;
08/08/20 21:00;25;15;5,68;1,98;2,76;0,33;102,65;
08/08/20 22:00;16;8;8,49;2,00;5,53;0,32;102,68;
08/08/20 23:00;11;6;9,73;1,96;6,83;0,33;100,06;
09/08/20 00:00;10;7;26,96;2,65;23,01;0,35;65,80;
09/08/20 01:00;9;6;14,83;2,29;11,42;0,34;76,91;
09/08/20 02:00;9;6;14,23;2,26;10,87;0,32;79,80;
09/08/20 03:00;9;6;10,25;1,96;7,35;0,34;85,22;
09/08/20 04:00;9;6;14,43;2,01;11,45;0,34;77,92;
09/08/20 05:00;10;7;14,49;2,00;11,53;0,38;72,82;
09/08/20 06:00;9;7;;;;0,39;66,44;
09/08/20 07:00;10;8;21,61;2,76;17,49;;62,90;
09/08/20 08:00;12;7;7,81;2,18;4,58;0,38;83,75;
09/08/20 09:00;17;7;5,16;2,04;2,15;0,34;96,48;
09/08/20 10:00;25;12;5,31;2,06;2,26;0,36;;
09/08/20 11:00;29;18;5,66;2,13;2,50;0,35;97,78;
09/08/20 12:00;31;24;5,22;2,16;2,02;0,32;98,34;
09/08/20 13:00;32;28;5,30;2,16;2,10;0,31;101,76;
09/08/20 14:00;32;31;5,01;2,17;1,78;0,29;100,46;
09/08/20 15:00;31;32;4,92;2,16;1,72;0,29;101,82;
09/08/20 16:00;34;34;4,79;2,18;1,55;0,29;106,93;
09/08/20 17:00;33;33;4,66;2,14;1,48;0,27;108,29;
09/08/20 18:00;32;31;5,18;2,12;2,03;0,28;110,96;
09/08/20 19:00;36;31;6,53;2,09;3,44;0,33;114,16;
09/08/20 20:00;40;28;5,76;2,05;2,72;0,38;103,72;
09/08/20 21:00;35;24;5,88;2,00;2,92;0,40;101,78;
09/08/20 22:00;24;18;9,30;1,98;6,37;0,41;94,78;
09/08/20 23:00;20;12;11,80;1,98;8,87;0,42;83,96;
10/08/20 00:00;21;8;13,12;1,93;10,26;0,41;73,05;
10/08/20 01:00;21;8;8,67;1,92;5,83;0,37;75,76;
10/08/20 02:00;19;8;6,87;1,90;4,06;0,38;76,98;
10/08/20 03:00;17;7;7,24;1,93;4,39;0,37;77,97;
10/08/20 04:00;18;7;10,14;1,95;7,25;0,38;73,50;
10/08/20 05:00;18;7;;;;0,39;67,68;
10/08/20 06:00;18;7;27,18;2,87;22,88;;60,39;
10/08/20 07:00;24;10;45,58;9,35;31,39;0,48;61,56;
10/08/20 08:00;21;8;21,39;3,31;16,42;0,37;80,78;
10/08/20 09:00;22;10;11,43;2,52;7,68;0,37;;
10/08/20 10:00;25;15;11,21;2,59;7,34;0,36;98,19;
10/08/20 11:00;29;20;9,57;2,43;5,95;0,36;101,89;
10/08/20 12:00;32;25;9,50;2,45;5,85;0,35;106,09;
10/08/20 13:00;35;30;8,17;2,38;4,63;0,35;105,70;
10/08/20 14:00;37;33;7,28;2,34;3,82;0,35;103,41;
10/08/20 15:00;36;33;6,18;2,22;2,88;0,34;103,33;
10/08/20 16:00;37;34;7,35;2,28;3,96;0,35;104,39;
10/08/20 17:00;37;34;6,81;2,23;3,51;0,34;107,31;
10/08/20 18:00;37;33;9,08;2,24;5,76;0,35;110,20;
10/08/20 19:00;40;32;10,22;2,15;7,03;0,37;107,32;
10/08/20 20:00;43;32;10,76;2,09;7,66;0,43;98,85;
10/08/20 21:00;39;29;14,46;2,04;11,45;0,46;88,47;
10/08/20 22:00;29;25;29,32;2,08;26,24;0,50;62,88;
10/08/20 23:00;22;19;21,09;1,98;18,16;0,50;62,22;
11/08/20 00:00;23;18;18,77;2,09;15,67;0,48;44,56;
11/08/20 01:00;27;17;13,26;1,96;10,36;0,48;51,58;
11/08/20 02:00;27;14;10,74;1,93;7,88;0,44;55,20;
11/08/20 03:00;26;12;10,52;1,96;7,63;0,42;59,65;
11/08/20 04:00;23;10;;;;0,39;64,74;
11/08/20 05:00;21;10;11,85;2,01;8,87;;63,98;
11/08/20 06:00;22;11;23,20;2,59;19,34;0,40;54,22;
11/08/20 07:00;25;11;58,91;8,85;45,44;0,45;32,78;
11/08/20 08:00;36;16;38,98;5,54;30,60;0,49;;
11/08/20 09:00;31;18;20,65;3,43;15,51;0,41;85,82;
11/08/20 10:00;33;21;18,00;2,97;13,57;0,40;91,84;
11/08/20 11:00;37;26;13,76;2,79;9,59;0,37;104,30;
11/08/20 12:00;39;30;11,30;2,73;7,26;0,34;106,76;
11/08/20 13:00;42;35;9,27;2,40;5,71;0,36;107,49;
11/08/20 14:00;44;38;8,54;2,38;4,99;0,37;109,17;
11/08/20 15:00;47;40;8,39;2,45;4,73;0,36;107,75;
11/08/20 16:00;44;39;8,13;2,34;4,66;0,35;109,84;
11/08/20 17:00;41;36;9,68;2,39;6,13;0,34;105,00;
11/08/20 18:00;40;35;19,42;2,54;15,62;0,33;101,72;
11/08/20 19:00;45;37;27,78;2,35;24,28;0,41;97,67;
11/08/20 20:00;50;36;23,52;2,14;20,35;0,45;83,48;
11/08/20 21:00;47;30;26,83;2,11;23,70;0,50;72,61;
11/08/20 22:00;41;26;43,82;2,10;40,71;0,55;49,42;
11/08/20 23:00;33;20;39,82;2,12;36,68;0,55;31,84;
12/08/20 00:00;29;14;20,29;2,05;17,26;0,48;42,41;
12/08/20 01:00;27;12;12,47;2,01;9,49;0,41;52,52;
12/08/20 02:00;25;10;10,76;1,98;7,83;0,40;53,75;
12/08/20 03:00;22;9;;;;0,37;56,38;
12/08/20 04:00;19;7;14,10;2,03;11,10;;54,22;
12/08/20 05:00;18;7;23,76;2,18;20,53;0,34;43,73;
12/08/20 06:00;19;8;34,06;3,57;28,70;0,36;40,11;
12/08/20 07:00;24;9;43,59;7,73;31,85;0,42;;
12/08/20 08:00;25;11;35,74;5,41;27,56;0,43;61,53;
12/08/20 09:00;26;13;16,01;2,83;11,79;0,37;90,06;
12/08/20 10:00;27;17;15,51;2,79;11,33;0,34;95,75;
12/08/20 11:00;29;23;11,54;2,50;7,80;0,32;101,72;
12/08/20 12:00;31;28;8,61;2,34;5,13;0,33;102,57;
12/08/20 13:00;34;32;8,64;2,34;5,16;0,33;105,25;
12/08/20 14:00;34;35;7,29;2,25;3,94;0,31;104,89;
12/08/20 15:00;34;36;9,22;2,46;5,55;0,30;100,41;
12/08/20 16:00;33;36;8,75;2,38;5,21;0,28;98,49;
12/08/20 17:00;33;34;11,38;2,41;7,78;0,27;98,66;
12/08/20 18:00;34;32;9,05;2,22;5,75;0,31;101,46;
12/08/20 19:00;36;31;10,50;2,17;7,28;0,36;98,61;
12/08/20 20:00;40;28;18,76;2,13;15,61;0,40;93,15;
12/08/20 21:00;38;23;28,07;2,26;24,72;0,43;73,32;
12/08/20 22:00;32;17;34,71;2,77;30,57;0,45;57,28;
12/08/20 23:00;25;10;13,80;1,98;10,87;0,41;59,11;
13/08/20 00:00;23;8;19,18;2,02;16,19;0,40;45,66;
13/08/20 01:00;22;8;21,40;2,24;18,07;0,43;40,62;
13/08/20 02:00;19;7;;;;0,37;56,18;
13/08/20 03:00;18;7;11,65;2,00;8,69;;55,07;
13/08/20 04:00;18;7;15,09;2,04;12,06;0,37;55,45;
13/08/20 05:00;19;7;13,59;2,03;10,57;0,38;58,53;
13/08/20 06:00;27;8;35,36;3,32;30,38;0,42;;
13/08/20 07:00;36;9;33,96;5,72;25,29;0,41;49,43;
13/08/20 08:00;35;10;31,04;5,11;23,25;0,40;75,68;
13/08/20 09:00;33;12;14,83;2,81;10,62;0,36;91,50;
13/08/20 10:00;38;17;22,23;3,68;16,69;0,40;90,42;
13/08/20 11:00;40;23;18,50;3,91;12,63;0,35;100,82;
13/08/20 12:00;37;26;8,48;2,32;5,03;0,29;100,12;
13/08/20 13:00;38;29;8,52;2,37;5,00;0,28;100,81;
13/08/20 14:00;39;32;8,78;2,37;5,25;0,29;102,21;
13/08/20 15:00;41;35;8,16;2,36;4,66;0,30;102,18;
13/08/20 16:00;38;34;8,21;2,37;4,69;0,29;101,34;
13/08/20 17:00;38;34;9,26;2,28;5,88;0,33;104,36;
13/08/20 18:00;40;33;17,43;2,46;13,77;0,36;99,15;
13/08/20 19:00;40;32;29,72;2,41;26,13;0,40;82,29;
13/08/20 20:00;42;30;53,07;2,30;49,65;0,47;56,03;
13/08/20 21:00;37;22;39,74;2,18;36,51;0,46;60,38;
13/08/20 22:00;30;15;29,38;2,12;26,23;0,44;51,31;
13/08/20 23:00;25;11;31,13;2,10;28,02;0,43;49,17;
14/08/20 00:00;22;9;25,20;2,03;22,20;0,42;63,86;
14/08/20 01:00;20;7;;;;0,41;73,01;
14/08/20 02:00;19;7;10,25;1,96;7,36;;86,35;
14/08/20 03:00;20;8;28,33;2,27;24,96;0,42;54,32;
14/08/20 04:00;20;8;14,63;2,07;11,56;0,40;73,26;
14/08/20 05:00;21;8;20,23;2,18;17,00;0,42;;
14/08/20 06:00;22;9;38,97;2,83;34,74;0,45;45,05;
14/08/20 07:00;23;8;43,66;4,77;36,46;0,46;52,39;
14/08/20 08:00;23;9;25,18;3,45;20,00;0,43;82,96;
14/08/20 09:00;25;11;18,57;3,04;14,02;0,38;103,67;
14/08/20 10:00;27;18;34,99;4,48;28,23;0,40;98,89;
14/08/20 11:00;30;23;20,13;2,99;15,65;0,35;117,65;
14/08/20 12:00;31;26;13,95;2,56;10,13;0,31;123,71;
14/08/20 13:00;32;30;12,46;2,51;8,71;0,29;122,97;
14/08/20 14:00;34;33;11,21;2,38;7,67;0,27;124,51;
14/08/20 15:00;34;34;11,47;2,42;7,87;0,27;118,94;
14/08/20 16:00;36;37;21,88;3,02;17,36;0,31;114,86;
14/08/20 17:00;36;37;20,92;2,88;16,61;0,32;100,01;
14/08/20 18:00;33;35;8,02;2,20;4,76;0,25;101,22;
14/08/20 19:00;37;33;7,74;2,16;4,53;0,29;104,64;
14/08/20 20:00;35;29;8,97;2,19;5,73;0,31;100,51;
14/08/20 21:00;30;24;15,17;2,21;11,90;0,33;91,32;
14/08/20 22:00;28;20;14,27;2,25;10,93;0,36;78,59;
14/08/20 23:00;26;16;10,12;2,11;6,99;0,36;73,87;
15/08/20 00:00;25;12;;;;0,37;72,80;
15/08/20 01:00;26;9;10,56;2,05;7,53;;69,15;
15/08/20 02:00;24;8;16,94;2,66;12,96;0,36;67,02;
15/08/20 03:00;24;7;15,06;2,35;11,56;0,38;68,06;
15/08/20 04:00;24;7;12,34;1,99;9,40;0,41;;
15/08/20 05:00;22;7;9,90;2,00;6,94;0,38;70,13;
15/08/20 06:00;21;7;25,64;3,90;19,77;0,40;58,36;
15/08/20 07:00;21;8;21,51;2,84;17,27;0,44;57,16;
15/08/20 08:00;21;8;10,28;2,39;6,73;0,45;68,49;
15/08/20 09:00;23;8;8,44;2,29;5,04;0,43;77,91;
15/08/20 10:00;29;11;7,87;2,26;4,51;0,41;91,61;
15/08/20 11:00;31;16;6,20;2,17;2,98;0,40;101,35;
15/08/20 12:00;33;21;5,57;2,17;2,34;0,40;99,01;
15/08/20 13:00;35;24;5,42;2,18;2,18;0,39;95,83;
15/08/20 14:00;36;28;4,97;2,17;1,75;0,38;95,47;
15/08/20 15:00;36;30;4,67;2,15;1,48;0,37;97,54;
15/08/20 16:00;35;30;4,62;2,16;1,42;0,34;91,47;
15/08/20 17:00;37;32;5,11;2,20;1,84;0,35;97,72;
15/08/20 18:00;40;32;5,59;2,16;2,39;0,37;100,54;
15/08/20 19:00;38;28;5,04;2,10;1,92;0,41;86,36;
15/08/20 20:00;35;24;5,34;2,07;2,27;0,43;77,11;
15/08/20 21:00;26;21;4,81;2,01;1,84;0,45;75,99;
15/08/20 22:00;19;17;7,22;2,03;4,21;0,47;69,20;
15/08/20 23:00;17;10;;;;0,49;58,17;
16/08/20 00:00;19;8;11,21;1,96;8,30;;53,03;
16/08/20 01:00;20;7;8,84;1,98;5,90;0,42;58,57;
16/08/20 02:00;20;7;9,91;2,01;6,94;0,44;56,91;
16/08/20 03:00;18;7;11,82;1,99;8,90;0,44;;
16/08/20 04:00;17;7;9,64;1,99;6,69;0,47;59,28;
16/08/20 05:00;15;7;14,12;2,06;11,07;0,47;59,35;
16/08/20 06:00;13;8;16,10;2,14;12,92;0,49;54,43;
16/08/20 07:00;15;8;13,82;2,52;10,06;0,49;57,58;
16/08/20 08:00;18;8;12,66;2,62;8,76;0,47;71,65;
16/08/20 09:00;21;9;9,23;2,35;5,74;0,45;88,23;
16/08/20 10:00;22;11;7,50;2,24;4,17;0,44;94,40;
16/08/20 11:00;22;15;6,13;2,22;2,83;0,39;97,24;
16/08/20 12:00;25;20;5,20;2,21;1,92;0,37;96,80;
16/08/20 13:00;28;25;5,69;2,26;2,34;0,39;95,58;
16/08/20 14:00;27;27;4,77;2,21;1,50;0,36;97,60;
16/08/20 15:00;27;27;4,40;2,20;1,13;0,35;94,08;
16/08/20 16:00;28;27;4,73;2,18;1,50;0,36;96,81;
16/08/20 17:00;28;27;6,79;2,29;3,39;0,37;98,05;
16/08/20 18:00;27;24;8,19;2,24;4,86;0,38;94,77;
16/08/20 19:00;26;23;12,31;2,19;9,06;0,38;86,66;
16/08/20 20:00;24;17;13,71;2,09;10,62;0,41;80,32;
16/08/20 21:00;20;11;19,20;2,08;16,13;0,45;70,98;
16/08/20 22:00;16;8;;;;0,47;58,69;
16/08/20 23:00;13;7;22,75;2,03;19,74;;49,71;
17/08/20 00:00;10;7;30,43;2,18;27,20;0,50;30,97;
17/08/20 01:00;10;7;25,81;2,05;22,78;0,49;35,28;
17/08/20 02:00;9;7;26,01;2,04;22,99;0,51;;
17/08/20 03:00;9;7;32,89;2,12;29,75;0,53;26,24;
17/08/20 04:00;10;7;44,51;3,85;38,71;0,56;12,97;
17/08/20 05:00;13;8;49,07;3,96;43,11;0,56;14,06;
17/08/20 06:00;21;8;46,12;4,06;40,00;0,54;22,54;
17/08/20 07:00;21;8;44,05;5,46;35,78;0,54;34,47;
17/08/20 08:00;19;8;24,61;3,82;18,88;0,50;64,54;
17/08/20 09:00;18;8;14,29;2,76;10,17;0,47;84,58;
17/08/20 10:00;22;11;12,46;2,59;8,60;0,45;96,82;
17/08/20 11:00;25;16;17,57;3,01;13,06;0,49;102,61;
17/08/20 12:00;29;21;14,71;2,72;10,65;0,44;108,07;
17/08/20 13:00;32;26;17,10;2,66;13,13;0,45;107,05;
17/08/20 14:00;31;24;16,20;2,98;11,74;0,43;101,48;
17/08/20 15:00;29;23;10,51;2,55;6,70;0,40;104,52;
17/08/20 16:00;29;24;14,07;2,81;9,86;0,41;96,07;
17/08/20 17:00;33;27;12,86;2,63;8,93;0,41;88,54;
17/08/20 18:00;36;29;9,54;2,45;5,89;0,40;82,78;
17/08/20 19:00;34;22;9,84;2,19;6,58;0,41;79,63;
17/08/20 20:00;31;18;14,42;2,24;11,08;0,45;74,09;
17/08/20 21:00;30;15;;;;0,49;63,64;
17/08/20 22:00;25;12;15,21;2,63;11,29;;55,96;
17/08/20 23:00;18;7;7,98;2,03;4,97;0,45;76,84;
18/08/20 00:00;18;7;8,00;2,03;4,99;0,46;71,96;
18/08/20 01:00;20;7;12,49;1,98;9,56;0,49;;
18/08/20 02:00;18;7;8,97;1,99;6,03;0,48;60,56;
18/08/20 03:00;17;7;9,29;2,11;6,16;0,46;62,06;
18/08/20 04:00;20;7;8,59;2,04;5,56;0,45;62,65;
18/08/20 05:00;18;7;13,44;2,21;10,17;0,43;61,85;
18/08/20 06:00;18;7;15,95;2,34;12,46;0,45;59,09;
18/08/20 07:00;20;8;41,28;6,14;31,97;0,48;40,79;
18/08/20 08:00;20;7;27,92;5,06;20,29;0,49;58,54;
18/08/20 09:00;21;7;16,72;3,42;11,59;0,48;72,40;
18/08/20 10:00;27;8;14,78;3,29;9,85;0,45;82,29;
18/08/20 11:00;44;15;17,42;3,35;12,38;0,44;83,41;
18/08/20 12:00;52;22;15,23;3,24;10,38;0,42;94,05;
18/08/20 13:00;55;30;20,55;4,17;14,27;0,41;90,72;
18/08/20 14:00;56;33;9,48;2,70;5,45;0,43;90,71;
18/08/20 15:00;51;33;6,94;2,39;3,39;0,42;90,79;
18/08/20 16:00;51;37;6,86;2,53;3,09;0,42;90,75;
18/08/20 17:00;54;39;5,89;2,23;2,58;0,45;86,92;
18/08/20 18:00;50;35;5,76;2,19;2,51;0,46;83,82;
18/08/20 19:00;44;31;6,02;2,14;2,84;0,47;80,55;
18/08/20 20:00;36;25;;;;0,48;78,50;
18/08/20 21:00;30;17;4,74;2,01;1,76;;81,64;
18/08/20 22:00;28;10;9,69;2,08;6,60;0,47;75,48;
18/08/20 23:00;30;9;14,32;2,38;10,78;0,49;64,87;
19/08/20 00:00;28;8;13,28;2,38;9,74;0,48;;
19/08/20 01:00;26;8;8,16;2,02;5,17;0,49;63,56;
19/08/20 02:00;21;7;17,59;3,17;12,84;0,48;56,02;
19/08/20 03:00;18;7;16,48;3,24;11,63;0,48;53,39;
19/08/20 04:00;18;7;22,03;3,40;16,93;0,49;55,23;
19/08/20 05:00;21;7;16,40;2,64;12,46;0,49;56,18;
19/08/20 06:00;23;7;39,50;5,92;30,53;0,50;43,67;
19/08/20 07:00;21;8;27,66;4,32;21,14;0,54;54,98;
19/08/20 08:00;18;7;14,95;3,03;10,44;0,48;75,66;
19/08/20 09:00;20;7;11,34;2,75;7,23;0,46;83,07;
19/08/20 10:00;25;9;12,65;3,29;7,72;0,56;88,76;
19/08/20 11:00;32;15;15,20;3,90;9,33;0,43;86,54;
19/08/20 12:00;42;23;18,29;4,93;10,84;0,42;84,30;
19/08/20 13:00;38;27;8,82;2,88;4,51;0,41;91,10;
19/08/20 14:00;42;32;11,50;3,37;6,48;0,40;92,60;
19/08/20 15:00;46;34;15,54;4,38;8,95;0,40;91,63;
19/08/20 16:00;37;30;5,55;2,24;2,22;0,39;101,29;
19/08/20 17:00;37;29;5,40;2,25;2,06;0,40;102,23;
19/08/20 18:00;34;26;4,61;2,16;1,40;0,39;101,62;
19/08/20 19:00;33;24;;;;0,40;99,11;
19/08/20 20:00;33;21;9,09;2,05;6,06;;88,97;
19/08/20 21:00;29;16;17,69;2,31;14,26;0,45;79,54;
19/08/20 22:00;24;10;31,55;3,99;25,55;0,47;56,99;
19/08/20 23:00;20;7;22,04;2,77;17,93;0,47;;
20/08/20 00:00;18;6;11,66;2,04;8,65;0,48;64,13;
20/08/20 01:00;17;6;8,49;1,97;5,58;0,46;63,99;
20/08/20 02:00;15;6;7,66;1,99;4,71;0,46;63,66;
20/08/20 03:00;15;6;7,63;1,98;4,70;0,46;58,72;
20/08/20 04:00;14;6;10,08;2,03;7,07;0,46;59,18;
20/08/20 05:00;13;6;10,84;2,10;7,73;0,45;60,08;
20/08/20 06:00;15;7;16,94;2,21;13,65;0,50;55,18;
20/08/20 07:00;14;8;18,85;3,47;13,67;0,48;62,17;
20/08/20 08:00;13;7;23,79;4,14;17,54;0,47;70,16;
20/08/20 09:00;17;7;24,08;4,90;16,66;0,41;79,67;
20/08/20 10:00;26;10;14,17;3,33;9,18;0,40;85,24;
20/08/20 11:00;35;16;13,93;3,54;8,62;0,39;86,22;
20/08/20 12:00;34;19;10,14;2,93;5,76;0,38;87,54;
20/08/20 13:00;37;23;14,45;3,88;8,60;0,35;83,47;
20/08/20 14:00;37;28;10,56;3,15;5,83;0,37;83,47;
20/08/20 15:00;37;30;8,72;2,84;4,49;0,35;83,90;
20/08/20 16:00;35;30;7,80;2,65;3,87;0,38;88,59;
20/08/20 17:00;34;29;6,17;2,29;2,77;0,39;93,07;
20/08/20 18:00;33;29;;;;0,39;84,69;
20/08/20 19:00;32;25;8,33;2,18;5,09;;81,66;
20/08/20 20:00;31;21;13,00;2,12;9,86;0,43;74,15;
20/08/20 21:00;25;14;16,20;2,04;13,19;0,43;63,71;
20/08/20 22:00;18;7;12,13;2,09;9,03;0,42;;
20/08/20 23:00;13;6;11,44;2,06;8,39;0,41;56,39;
21/08/20 00:00;9;6;12,61;1,98;9,68;0,41;53,42;
21/08/20 01:00;9;6;9,46;1,98;6,54;0,40;56,14;
21/08/20 02:00;9;6;8,33;1,97;5,41;0,38;57,84;
21/08/20 03:00;9;6;8,28;1,95;5,40;0,37;58,21;
21/08/20 04:00;8;6;9,33;2,00;6,37;0,36;58,59;
21/08/20 05:00;9;6;13,21;2,19;9,96;0,35;56,22;
21/08/20 06:00;9;6;15,50;2,36;12,01;0,36;54,87;
21/08/20 07:00;10;7;23,46;3,86;17,65;0,40;52,20;
21/08/20 08:00;10;7;24,44;4,77;17,24;0,46;64,14;
21/08/20 09:00;10;7;14,91;3,30;9,96;0,40;78,55;
21/08/20 10:00;17;8;11,41;2,96;6,98;0,37;86,91;
21/08/20 11:00;19;13;12,56;2,94;8,15;0,35;88,80;
21/08/20 12:00;31;22;10,66;2,83;6,47;0,33;89,60;
21/08/20 13:00;29;26;13,51;3,27;8,60;0,31;88,66;
21/08/20 14:00;29;29;8,05;2,48;4,36;0,32;93,36;
21/08/20 15:00;28;30;7,02;2,27;3,65;0,29;91,11;
21/08/20 16:00;29;30;6,88;2,23;3,57;0,30;91,83;
21/08/20 17:00;29;29;;;;0,31;92,61;
21/08/20 18:00;28;28;8,20;2,23;4,89;;89,44;
21/08/20 19:00;27;25;9,16;2,15;5,97;0,36;85,65;
21/08/20 20:00;27;20;12,11;2,11;8,98;0,41;73,09;
21/08/20 21:00;23;12;20,03;2,06;16,98;0,44;;
21/08/20 22:00;16;7;33,50;2,13;30,33;0,51;39,00;
21/08/20 23:00;9;6;19,29;3,52;14,06;0,37;50,77;
22/08/20 00:00;9;6;13,96;2,01;10,99;0,38;49,46;
22/08/20 01:00;9;6;13,34;2,22;10,05;0,35;48,68;
22/08/20 02:00;9;6;10,43;1,99;7,48;0,34;50,67;
22/08/20 03:00;9;6;10,69;1,98;7,76;0,34;50,97;
22/08/20 04:00;9;6;12,82;2,02;9,83;0,34;47,53;
22/08/20 05:00;9;6;24,42;2,08;21,34;0,35;38,63;
22/08/20 06:00;10;6;40,48;3,26;35,58;0,36;27,51;
22/08/20 07:00;15;10;60,13;8,49;47,22;0,63;31,53;
22/08/20 08:00;20;8;31,95;5,14;24,18;0,50;61,95;
22/08/20 09:00;17;7;11,03;2,51;7,29;0,35;86,56;
22/08/20 10:00;20;10;11,56;2,50;7,84;0,34;88,99;
22/08/20 11:00;22;15;8,52;2,32;5,07;0,29;89,45;
22/08/20 12:00;24;19;9,14;2,40;5,58;0,28;90,92;
22/08/20 13:00;25;22;11,32;2,60;7,43;0,27;89,60;
22/08/20 14:00;27;25;9,84;2,45;6,19;0,28;95,98;
22/08/20 15:00;27;27;10,73;2,52;6,97;0,29;99,05;
22/08/20 16:00;28;28;;;;0,29;100,48;
22/08/20 17:00;29;28;10,19;2,36;6,68;;102,76;
22/08/20 18:00;27;27;13,25;2,32;9,80;0,34;99,56;
22/08/20 19:00;26;23;16,90;2,19;13,64;0,35;91,40;
22/08/20 20:00;23;18;25,81;2,16;22,60;0,38;;
22/08/20 21:00;19;11;38,93;2,19;35,68;0,44;53,42;
22/08/20 22:00;16;7;34,96;2,12;31,80;0,45;46,23;
22/08/20 23:00;12;7;38,61;2,17;35,40;0,48;36,29;
23/08/20 00:00;10;7;33,51;3,73;27,91;0,44;67,51;
23/08/20 01:00;10;7;14,19;2,03;11,18;0,40;76,92;
23/08/20 02:00;10;6;19,20;2,07;16,13;0,40;67,18;
