Stat;EN03;;;;;;
Parm;PM10;NOX;NO;NO2;CO;;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;;
22/09/20 12:00;20;11,02;1,70;8,41;0,40;;
22/09/20 13:00;20;12,58;1,87;9,72;0,39;;
22/09/20 14:00;20;19,41;2,13;16,15;0,44;;
22/09/20 15:00;20;26,40;2,22;22,99;0,49;;
22/09/20 16:00;20;26,74;3,00;22,14;0,46;;
22/09/20 17:00;20;14,01;1,70;11,41;0,49;;
22/09/20 18:00;20;12,14;1,59;9,70;0,49;;
22/09/20 19:00;20;12,34;1,57;9,93;0,49;;
22/09/20 20:00;20;11,28;1,41;9,12;0,49;;
22/09/20 21:00;20;11,42;1,46;9,18;0,50;;
22/09/20 22:00;20;9,54;1,31;7,53;0,48;;
22/09/20 23:00;20;8,75;1,30;6,76;0,49;;
23/09/20 00:00;20;10,06;1,11;8,36;0,47;;
23/09/20 01:00;19;9,07;0,92;7,65;0,45;;
23/09/20 02:00;19;7,76;0,80;6,53;0,41;;
23/09/20 03:00;19;10,51;0,93;9,09;0,41;;
23/09/20 04:00;19;;;;0,42;;
23/09/20 05:00;19;20,78;2,60;16,79;0,44;;
23/09/20 06:00;19;24,76;3,49;19,40;0,47;;
23/09/20 07:00;19;50,79;11,27;33,51;0,58;;
23/09/20 08:00;19;58,75;14,15;37,06;0,60;;
23/09/20 09:00;19;42,01;7,63;30,32;0,54;;
23/09/20 10:00;19;19,05;2,67;14,96;0,45;;
23/09/20 11:00;19;10,02;1,32;8,00;0,43;;
23/09/20 12:00;19;10,46;1,39;8,34;0,43;;
23/09/20 13:00;19;9,88;1,33;7,83;0,42;;
23/09/20 14:00;19;16,86;1,86;14,01;0,45;;
23/09/20 15:00;19;22,52;2,33;18,94;0,47;;
23/09/20 16:00;19;19,91;1,40;17,77;0,49;;
23/09/20 17:00;19;53,54;3,93;47,52;0,51;;
23/09/20 18:00;19;18,00;1,62;15,51;0,48;;
23/09/20 19:00;19;27,56;1,31;25,55;0,49;;
23/09/20 20:00;19;23,99;1,52;21,65;0,49;;
23/09/20 21:00;19;24,72;1,23;22,84;0,53;;
23/09/20 22:00;19;16,98;1,07;15,33;0,50;;
23/09/20 23:00;19;18,92;1,51;16,61;0,46;;
24/09/20 00:00;19;14,80;1,04;13,21;0,44;;
24/09/20 01:00;7;12,91;0,99;11,39;0,42;;
24/09/20 02:00;7;8,81;0,85;7,50;0,40;;
24/09/20 03:00;7;7,41;0,80;6,19;0,38;;
24/09/20 04:00;7;8,48;0,73;7,36;0,38;;
24/09/20 05:00;7;14,00;1,20;12,15;0,39;;
24/09/20 06:00;7;32,70;2,16;29,40;0,44;;
24/09/20 07:00;7;60,26;9,36;45,91;0,50;;
24/09/20 08:00;7;34,83;5,05;27,09;0,47;;
24/09/20 09:00;7;28,10;4,24;21,60;0,43;;
24/09/20 10:00;7;25,88;4,25;19,35;0,41;;
24/09/20 11:00;7;33,11;5,85;24,14;0,42;;
24/09/20 12:00;7;27,17;4,31;20,57;0,39;;
24/09/20 13:00;7;23,25;3,85;17,35;0,39;;
24/09/20 14:00;7;15,49;2,03;12,38;0,41;;
24/09/20 15:00;7;14,22;1,80;11,46;0,42;;
24/09/20 16:00;7;14,79;1,75;12,11;0,41;;
24/09/20 17:00;7;16,98;1,38;14,86;0,43;;
24/09/20 18:00;7;18,93;1,19;17,11;0,45;;
24/09/20 19:00;7;24,05;1,18;22,24;0,49;;
24/09/20 20:00;7;20,48;1,21;18,62;0,49;;
24/09/20 21:00;7;13,22;1,02;11,66;0,46;;
24/09/20 22:00;7;10,63;0,92;9,22;0,46;;
24/09/20 23:00;7;;;;0,46;;
25/09/20 00:00;7;7,67;0,95;6,22;0,44;;
25/09/20 01:00;7;7,46;0,90;6,08;0,43;;
25/09/20 02:00;7;6,59;0,86;5,28;0,43;;
25/09/20 03:00;7;5,63;0,84;4,35;0,43;;
25/09/20 04:00;7;5,57;0,75;4,43;0,42;;
25/09/20 05:00;7;7,48;0,84;6,20;0,43;;
25/09/20 06:00;7;12,44;1,27;10,49;0,46;;
25/09/20 07:00;7;15,12;1,70;12,51;0,46;;
25/09/20 08:00;7;14,38;1,81;11,60;0,47;;
25/09/20 09:00;7;16,43;1,54;14,08;0,49;;
25/09/20 10:00;7;16,98;1,78;14,25;0,49;;
25/09/20 11:00;7;28,17;3,22;23,23;0,54;;
25/09/20 12:00;7;15,89;2,32;12,34;0,45;;
25/09/20 13:00;7;12,23;1,91;9,30;0,42;;
25/09/20 14:00;7;9,03;1,44;6,82;0,41;;
25/09/20 15:00;7;19,39;2,79;15,11;0,45;;
25/09/20 16:00;7;9,46;1,80;6,70;0,48;;
25/09/20 17:00;7;12,71;2,10;9,49;0,49;;
25/09/20 18:00;7;14,93;2,46;11,15;0,51;;
25/09/20 19:00;7;13,53;1,91;10,60;0,49;;
25/09/20 20:00;7;15,63;1,70;13,02;0,48;;
25/09/20 21:00;7;11,92;1,42;9,74;0,51;;
25/09/20 22:00;7;10,37;1,22;8,51;0,50;;
25/09/20 23:00;7;10,49;1,45;8,27;0,50;;
26/09/20 00:00;7;8,69;1,14;6,94;0,48;;
26/09/20 01:00;8;8,26;1,02;6,69;0,48;;
26/09/20 02:00;8;6,25;0,89;4,89;0,45;;
26/09/20 03:00;8;7,20;0,87;5,87;0,41;;
26/09/20 04:00;8;8,67;0,92;7,26;0,40;;
26/09/20 05:00;8;11,35;1,14;9,61;0,40;;
26/09/20 06:00;8;18,69;1,48;16,42;0,41;;
26/09/20 07:00;8;12,91;1,40;10,76;0,40;;
26/09/20 08:00;8;23,00;3,42;17,75;0,41;;
26/09/20 09:00;8;16,92;2,70;12,77;0,46;;
26/09/20 10:00;8;30,95;9,16;16,91;0,46;;
26/09/20 11:00;8;17,06;3,42;11,82;0,44;;
26/09/20 12:00;8;18,69;2,81;14,38;0,44;;
26/09/20 13:00;8;16,50;2,52;12,63;0,40;;
26/09/20 14:00;8;10,63;1,72;7,99;0,36;;
26/09/20 15:00;8;9,74;1,61;7,27;0,35;;
26/09/20 16:00;8;9,98;1,61;7,51;0,35;;
26/09/20 17:00;8;15,23;1,95;12,24;0,37;;
26/09/20 18:00;8;;;;0,42;;
26/09/20 19:00;8;30,67;2,59;26,73;0,46;;
26/09/20 20:00;8;26,39;2,07;23,22;0,43;;
26/09/20 21:00;8;22,37;2,07;19,20;0,42;;
26/09/20 22:00;8;17,52;1,17;15,73;0,41;;
26/09/20 23:00;8;12,06;0,79;10,85;0,41;;
27/09/20 00:00;8;8,32;0,74;7,18;0,38;;
27/09/20 01:00;8;10,10;0,80;8,87;0,39;;
27/09/20 02:00;8;8,34;0,64;7,36;0,38;;
27/09/20 03:00;8;6,94;0,65;5,94;0,38;;
27/09/20 04:00;8;5,63;0,58;4,74;0,38;;
27/09/20 05:00;8;4,91;0,66;3,90;0,38;;
27/09/20 06:00;8;7,68;0,67;6,65;0,39;;
27/09/20 07:00;8;8,27;0,96;6,80;0,41;;
27/09/20 08:00;8;10,04;1,38;7,93;0,42;;
27/09/20 09:00;8;6,38;1,06;4,76;0,40;;
27/09/20 10:00;8;6,97;1,19;5,15;0,40;;
27/09/20 11:00;8;8,66;1,48;6,40;0,39;;
27/09/20 12:00;8;9,10;1,51;6,78;0,39;;
27/09/20 13:00;8;7,37;1,20;5,52;0,39;;
27/09/20 14:00;8;5,14;0,91;3,75;0,39;;
27/09/20 15:00;8;4,74;0,85;3,44;0,38;;
27/09/20 16:00;8;4,79;0,85;3,49;0,39;;
27/09/20 17:00;8;5,38;0,80;4,15;0,40;;
27/09/20 18:00;8;6,08;0,73;4,95;0,41;;
27/09/20 19:00;8;6,82;0,82;5,56;0,42;;
27/09/20 20:00;8;9,03;1,14;7,28;0,44;;
27/09/20 21:00;8;6,46;0,94;5,01;0,45;;
27/09/20 22:00;8;6,03;0,92;4,61;0,47;;
27/09/20 23:00;8;5,36;0,85;4,05;0,47;;
28/09/20 00:00;8;4,74;0,68;3,70;0,46;;
28/09/20 01:00;13;5,80;0,70;4,73;0,46;;
28/09/20 02:00;13;6,53;0,73;5,41;0,45;;
28/09/20 03:00;13;6,53;0,68;5,48;0,45;;
28/09/20 04:00;13;10,62;1,04;9,03;0,44;;
28/09/20 05:00;13;14,09;1,69;11,50;0,48;;
28/09/20 06:00;13;41,33;8,70;28,00;0,52;;
28/09/20 07:00;13;92,13;32,54;42,34;0,62;;
28/09/20 08:00;13;28,38;3,82;22,51;0,52;;
28/09/20 09:00;13;20,94;2,79;16,66;0,46;;
28/09/20 10:00;13;23,96;3,31;18,88;0,45;;
28/09/20 11:00;13;24,57;3,61;19,04;0,45;;
28/09/20 12:00;13;15,10;2,14;11,83;0,44;;
28/09/20 13:00;13;;;;0,43;;
28/09/20 14:00;13;16,57;2,37;12,94;0,42;;
28/09/20 15:00;13;30,23;4,52;23,30;0,45;;
28/09/20 16:00;13;27,37;3,57;21,89;0,44;;
28/09/20 17:00;13;29,86;3,87;23,91;0,47;;
28/09/20 18:00;13;18,01;2,17;14,68;0,50;;
28/09/20 19:00;13;15,61;1,62;13,12;0,51;;
28/09/20 20:00;13;13,35;1,57;10,93;0,50;;
28/09/20 21:00;13;12,06;1,21;10,22;0,48;;
28/09/20 22:00;13;12,19;1,22;10,33;0,47;;
28/09/20 23:00;13;8,68;0,74;7,55;0,45;;
29/09/20 00:00;13;8,32;0,75;7,18;0,45;;
29/09/20 01:00;22;7,56;0,65;6,57;0,43;;
29/09/20 02:00;22;5,41;0,56;4,55;0,42;;
29/09/20 03:00;22;4,45;0,58;3,56;0,42;;
29/09/20 04:00;22;5,36;0,60;4,45;0,42;;
29/09/20 05:00;22;20,15;1,91;17,22;0,45;;
29/09/20 06:00;22;41,73;4,60;34,66;0,51;;
29/09/20 07:00;22;64,23;13,20;44,01;0,54;;
29/09/20 08:00;22;45,33;9,98;29,99;0,57;;
29/09/20 09:00;22;35,83;7,00;25,13;0,49;;
29/09/20 10:00;22;23,74;4,64;16,63;0,45;;
29/09/20 11:00;22;32,87;6,84;22,39;0,45;;
29/09/20 12:00;22;31,89;6,06;22,59;0,44;;
29/09/20 13:00;22;28,88;5,43;20,56;0,43;;
29/09/20 14:00;22;25,70;4,52;18,77;0,41;;
29/09/20 15:00;22;28,25;4,86;20,81;0,42;;
29/09/20 16:00;22;27,21;4,08;20,96;0,41;;
29/09/20 17:00;22;38,32;4,36;31,63;0,44;;
29/09/20 18:00;22;49,09;3,97;43,00;0,47;;
29/09/20 19:00;22;90,92;10,70;74,51;0,53;;
29/09/20 20:00;22;77,62;9,02;63,79;0,62;;
29/09/20 21:00;22;54,72;6,99;44,01;0,64;;
29/09/20 22:00;22;46,50;5,93;37,38;0,58;;
29/09/20 23:00;22;21,63;1,74;19,01;0,49;;
30/09/20 00:00;22;17,86;1,32;15,84;0,47;;
30/09/20 01:00;14;12,29;1,79;9,53;0,45;;
30/09/20 02:00;14;8,34;0,76;7,18;0,43;;
30/09/20 03:00;14;6,60;0,68;5,56;0,42;;
30/09/20 04:00;14;6,64;0,63;5,67;0,42;;
30/09/20 05:00;14;27,10;2,76;22,87;0,44;;
30/09/20 06:00;14;80,73;15,84;56,44;0,53;;
30/09/20 07:00;14;88,07;26,34;47,69;0,63;;
30/09/20 08:00;14;;;;0,67;;
30/09/20 09:00;14;53,09;8,79;39,61;0,57;;
30/09/20 10:00;14;39,63;6,67;29,40;0,49;;
30/09/20 11:00;14;28,16;4,65;21,02;0,46;;
30/09/20 12:00;14;29,72;5,30;21,60;0,46;;
30/09/20 13:00;14;23,57;3,68;17,92;0,45;;
30/09/20 14:00;14;21,35;3,29;16,31;0,44;;
30/09/20 15:00;14;21,39;3,02;16,76;0,43;;
30/09/20 16:00;14;20,12;2,24;16,68;0,42;;
30/09/20 17:00;14;25,49;2,55;21,57;0,43;;
30/09/20 18:00;14;40,29;1,89;37,39;0,47;;
30/09/20 19:00;14;74,41;6,76;64,05;0,57;;
30/09/20 20:00;14;43,58;2,02;40,49;0,60;;
30/09/20 21:00;14;28,04;1,22;26,17;0,55;;
30/09/20 22:00;14;33,63;2,53;29,76;0,55;;
30/09/20 23:00;14;24,56;1,45;22,34;0,54;;
01/10/20 00:00;14;17,21;0,97;15,73;0,47;;
01/10/20 01:00;15;14,85;0,95;13,39;0,46;;
01/10/20 02:00;15;12,81;0,77;11,63;0,46;;
01/10/20 03:00;15;9,05;0,70;7,97;0,45;;
01/10/20 04:00;15;9,44;0,68;8,39;0,45;;
01/10/20 05:00;15;21,57;2,69;17,44;0,49;;
01/10/20 06:00;15;29,31;2,67;25,22;0,55;;
01/10/20 07:00;15;87,77;24,93;49,54;0,70;;
01/10/20 08:00;15;71,96;16,73;46,31;1,01;;
01/10/20 09:00;15;53,57;8,58;40,42;0,77;;
01/10/20 10:00;15;28,20;3,32;23,10;0,55;;
01/10/20 11:00;15;27,93;3,25;22,95;0,52;;
01/10/20 12:00;15;33,70;4,15;27,33;0,53;;
01/10/20 13:00;15;26,53;2,69;22,40;0,52;;
01/10/20 14:00;15;21,41;2,08;18,21;0,51;;
01/10/20 15:00;15;18,23;1,54;15,87;0,50;;
01/10/20 16:00;15;17,35;1,36;15,27;0,51;;
01/10/20 17:00;15;16,63;1,15;14,87;0,51;;
01/10/20 18:00;15;21,64;0,91;20,24;0,57;;
01/10/20 19:00;15;25,34;0,91;23,95;0,58;;
01/10/20 20:00;15;22,59;1,03;21,01;0,60;;
01/10/20 21:00;15;16,64;0,99;15,12;0,55;;
01/10/20 22:00;15;12,44;0,93;11,01;0,52;;
01/10/20 23:00;15;11,39;0,79;10,18;0,53;;
02/10/20 00:00;15;7,59;0,71;6,49;0,49;;
02/10/20 01:00;7;7,53;0,72;6,44;0,48;;
02/10/20 02:00;7;6,18;0,70;5,10;0,47;;
02/10/20 03:00;7;;;;0,47;;
02/10/20 04:00;7;6,58;0,71;5,50;0,48;;
02/10/20 05:00;7;10,52;1,02;8,95;0,49;;
02/10/20 06:00;7;16,44;1,22;14,57;0,53;;
02/10/20 07:00;7;21,73;3,16;16,89;0,57;;
02/10/20 08:00;7;35,79;7,35;24,53;0,69;;
02/10/20 09:00;7;23,64;3,40;18,43;0,59;;
02/10/20 10:00;7;13,57;1,88;10,69;0,52;;
02/10/20 11:00;7;10,75;1,49;8,46;0,48;;
02/10/20 12:00;7;9,24;1,32;7,22;0,48;;
02/10/20 13:00;7;11,80;1,70;9,20;0,50;;
02/10/20 14:00;7;8,35;1,21;6,49;0,49;;
02/10/20 15:00;7;7,27;1,05;5,65;0,49;;
02/10/20 16:00;7;7,64;1,11;5,94;0,51;;
02/10/20 17:00;7;8,95;1,08;7,30;0,51;;
02/10/20 18:00;7;10,63;1,14;8,88;0,53;;
02/10/20 19:00;7;10,14;1,22;8,28;0,54;;
02/10/20 20:00;7;9,38;1,06;7,75;0,54;;
02/10/20 21:00;7;7,44;0,92;6,02;0,54;;
02/10/20 22:00;7;4,57;0,78;3,38;0,52;;
02/10/20 23:00;7;4,00;0,75;2,85;0,51;;
03/10/20 00:00;7;4,30;0,79;3,10;0,51;;
03/10/20 01:00;28;4,11;0,72;3,00;0,50;;
03/10/20 02:00;28;3,53;0,71;2,44;0,50;;
03/10/20 03:00;28;2,99;0,67;1,97;0,50;;
03/10/20 04:00;28;3,29;0,70;2,22;0,51;;
03/10/20 05:00;28;3,86;0,73;2,75;0,52;;
03/10/20 06:00;28;4,27;0,75;3,13;0,52;;
03/10/20 07:00;28;5,08;0,91;3,69;0,52;;
03/10/20 08:00;28;6,30;1,16;4,53;0,53;;
03/10/20 09:00;28;6,18;1,22;4,31;0,52;;
03/10/20 10:00;28;6,17;1,28;4,21;0,51;;
03/10/20 11:00;28;6,23;1,33;4,18;0,51;;
03/10/20 12:00;28;6,59;1,40;4,44;0,51;;
03/10/20 13:00;28;5,78;1,24;3,87;0,51;;
03/10/20 14:00;28;4,30;0,98;2,79;0,51;;
03/10/20 15:00;28;4,62;0,94;3,18;0,51;;
03/10/20 16:00;28;5,41;1,08;3,75;0,52;;
03/10/20 17:00;28;5,87;1,06;4,25;0,53;;
03/10/20 18:00;28;5,85;1,06;4,22;0,53;;
03/10/20 19:00;28;6,79;1,11;5,09;0,54;;
03/10/20 20:00;28;6,80;1,11;5,10;0,55;;
03/10/20 21:00;28;6,94;0,96;5,46;0,56;;
03/10/20 22:00;28;6,09;0,95;4,64;0,55;;
03/10/20 23:00;28;4,24;0,89;2,88;0,52;;
04/10/20 00:00;28;3,84;0,89;2,47;0,52;;
04/10/20 01:00;16;5,86;0,97;4,37;0,54;;
04/10/20 02:00;16;7,13;0,93;5,70;0,52;;
04/10/20 03:00;16;5,38;0,85;4,08;0,45;;
04/10/20 04:00;16;4,50;0,81;3,26;0,44;;
04/10/20 05:00;16;6,09;0,76;4,92;0,45;;
04/10/20 06:00;16;10,58;0,90;9,20;0,46;;
04/10/20 07:00;16;16,27;1,34;14,22;0,50;;
04/10/20 08:00;16;19,11;2,27;15,63;0,54;;
04/10/20 09:00;16;16,08;2,47;12,29;0,49;;
04/10/20 10:00;16;11,71;1,70;9,10;0,49;;
04/10/20 11:00;16;10,44;1,67;7,87;0,48;;
04/10/20 12:00;16;11,12;1,68;8,55;0,46;;
04/10/20 13:00;16;12,20;1,65;9,67;0,46;;
04/10/20 14:00;16;8,89;1,25;6,97;0,45;;
04/10/20 15:00;16;9,70;1,26;7,76;0,44;;
04/10/20 16:00;16;9,04;1,19;7,22;0,46;;
04/10/20 17:00;16;9,46;1,06;7,82;0,47;;
04/10/20 18:00;16;15,38;0,97;13,90;0,48;;
04/10/20 19:00;16;19,40;0,90;18,02;0,49;;
04/10/20 20:00;16;18,84;1,05;17,23;0,52;;
04/10/20 21:00;16;58,67;5,06;50,92;0,59;;
04/10/20 22:00;16;26,21;1,76;23,52;0,54;;
04/10/20 23:00;16;38,91;2,96;34,37;0,57;;
05/10/20 00:00;16;26,42;1,17;24,62;0,49;;
05/10/20 01:00;33;20,82;1,02;19,26;0,49;;
05/10/20 02:00;33;18,24;0,91;16,84;0,49;;
05/10/20 03:00;33;13,70;0,78;12,51;0,50;;
05/10/20 04:00;33;18,71;1,25;16,79;0,53;;
05/10/20 05:00;33;34,13;4,48;27,25;0,58;;
05/10/20 06:00;33;41,21;6,53;31,20;0,61;;
05/10/20 07:00;33;83,46;27,37;41,49;0,72;;
05/10/20 08:00;33;75,93;22,47;41,47;0,78;;
05/10/20 09:00;33;81,35;18,36;53,20;0,78;;
05/10/20 10:00;33;69,12;15,05;46,04;0,61;;
05/10/20 11:00;33;50,56;10,09;35,09;0,55;;
05/10/20 12:00;33;34,19;5,08;26,40;0,52;;
05/10/20 13:00;33;34,49;4,68;27,32;0,54;;
05/10/20 14:00;33;32,08;3,52;26,67;0,53;;
05/10/20 15:00;33;26,38;2,37;22,74;0,51;;
05/10/20 16:00;33;35,32;2,00;32,22;0,52;;
05/10/20 17:00;33;38,01;1,61;35,54;0,55;;
05/10/20 18:00;33;48,48;1,61;46,00;0,59;;
05/10/20 19:00;33;49,11;2,27;45,63;0,67;;
05/10/20 20:00;33;67,59;6,51;57,60;0,70;;
05/10/20 21:00;33;76,02;8,43;63,10;0,69;;
05/10/20 22:00;33;45,30;2,15;42,01;0,62;;
05/10/20 23:00;33;28,66;1,84;25,83;0,56;;
06/10/20 00:00;33;16,50;0,95;15,04;0,52;;
06/10/20 01:00;22;14,39;0,82;13,13;0,52;;
06/10/20 02:00;22;10,91;0,78;9,71;0,50;;
06/10/20 03:00;22;11,14;0,74;10,00;0,50;;
06/10/20 04:00;22;10,00;0,77;8,81;0,48;;
06/10/20 05:00;22;19,38;1,98;16,34;0,49;;
06/10/20 06:00;22;20,60;1,41;18,43;0,50;;
06/10/20 07:00;22;56,53;6,08;47,21;0,59;;
06/10/20 08:00;22;40,71;5,70;31,96;0,57;;
06/10/20 09:00;22;58,66;12,74;39,12;0,61;;
06/10/20 10:00;22;44,41;9,96;29,14;0,52;;
06/10/20 11:00;22;30,75;5,67;22,05;0,49;;
06/10/20 12:00;22;21,00;3,58;15,51;0,49;;
06/10/20 13:00;22;17,87;2,83;13,53;;;
06/10/20 14:00;22;14,61;2,10;11,39;0,23;;
06/10/20 15:00;22;19,57;2,62;15,55;0,24;;
06/10/20 16:00;22;18,40;2,19;15,05;0,24;;
06/10/20 17:00;22;17,18;1,52;14,85;;;
06/10/20 18:00;22;18,26;1,16;16,49;0,27;;
06/10/20 19:00;22;19,96;1,29;17,98;0,29;;
06/10/20 20:00;22;18,16;1,11;16,46;0,30;;
06/10/20 21:00;22;23,06;1,54;20,69;0,31;;
06/10/20 22:00;22;24,32;1,52;22,00;0,30;;
06/10/20 23:00;22;12,06;1,12;10,34;0,25;;
07/10/20 00:00;22;12,42;0,97;10,93;0,25;;
07/10/20 01:00;15;10,93;1,04;9,34;0,24;;
07/10/20 02:00;15;7,45;0,83;6,17;0,22;;
07/10/20 03:00;15;24,18;1,15;22,42;0,23;;
07/10/20 04:00;15;8,81;0,78;7,61;0,22;;
07/10/20 05:00;15;18,09;2,41;14,39;0,23;;
07/10/20 06:00;15;16,67;1,41;14,50;0,26;;
07/10/20 07:00;15;20,98;2,21;17,60;0,29;;
07/10/20 08:00;15;24,57;3,22;19,64;0,34;;
07/10/20 09:00;15;22,64;3,56;17,21;0,32;;
07/10/20 10:00;15;18,05;2,99;13,47;0,29;;
07/10/20 11:00;15;17,41;2,85;13,04;0,32;;
07/10/20 12:00;15;12,23;2,02;9,14;0,31;;
07/10/20 13:00;15;55,56;16,59;30,13;0,36;;
07/10/20 14:00;15;24,50;4,33;17,86;0,34;;
07/10/20 15:00;15;11,71;1,75;9,04;0,33;;
07/10/20 16:00;15;17,49;3,52;12,09;0,34;;
07/10/20 17:00;15;31,62;4,75;24,34;0,34;;
07/10/20 18:00;15;26,54;2,57;22,61;0,37;;
07/10/20 19:00;15;58,53;17,48;31,72;0,42;;
07/10/20 20:00;15;74,34;25,05;35,94;0,49;;
07/10/20 21:00;15;30,28;4,44;23,47;0,38;;
07/10/20 22:00;15;15,69;1,44;13,48;0,32;;
07/10/20 23:00;15;13,34;1,45;11,11;0,30;;
08/10/20 00:00;15;8,66;0,94;7,23;0,28;;
08/10/20 01:00;15;8,58;0,88;7,22;0,29;;
08/10/20 02:00;15;7,17;0,82;5,91;0,28;;
08/10/20 03:00;15;7,88;0,92;6,47;0,29;;
08/10/20 04:00;15;8,67;0,90;7,30;0,28;;
08/10/20 05:00;15;8,62;1,20;6,77;0,27;;
08/10/20 06:00;15;15,68;2,55;11,76;0,29;;
08/10/20 07:00;15;32,99;7,90;20,88;0,31;;
08/10/20 08:00;15;39,61;8,81;26,10;0,30;;
08/10/20 09:00;15;35,21;7,80;23,25;0,26;;
08/10/20 10:00;15;31,69;7,51;20,17;0,26;;
08/10/20 11:00;15;27,48;6,29;17,84;0,25;;
08/10/20 12:00;15;29,66;7,44;18,24;0,25;;
08/10/20 13:00;15;29,84;6,94;19,21;0,25;;
08/10/20 14:00;15;23,55;5,31;15,42;0,23;;
08/10/20 15:00;15;25,10;5,55;16,60;;;
08/10/20 16:00;15;27,93;5,49;19,52;0,25;;
08/10/20 17:00;15;30,11;4,57;23,10;0,25;;
08/10/20 18:00;15;33,84;4,02;27,68;0,28;;
08/10/20 19:00;15;25,50;2,45;21,73;0,26;;
08/10/20 20:00;15;21,33;1,90;18,41;0,26;;
08/10/20 21:00;15;15,28;1,31;13,27;0,26;;
08/10/20 22:00;15;15,17;1,04;13,57;0,26;;
08/10/20 23:00;15;11,32;0,93;9,88;0,25;;
09/10/20 00:00;15;9,01;0,76;7,85;0,24;;
09/10/20 01:00;14;7,29;0,69;6,23;0,25;;
09/10/20 02:00;14;7,54;0,64;6,56;0,26;;
09/10/20 03:00;14;7,71;0,63;6,74;0,25;;
09/10/20 04:00;14;10,48;0,68;9,43;0,26;;
09/10/20 05:00;14;20,42;1,40;18,27;0,29;;
09/10/20 06:00;14;22,39;1,85;19,55;0,28;;
09/10/20 07:00;14;38,95;6,71;28,65;0,36;;
09/10/20 08:00;14;56,39;13,40;35,84;0,38;;
09/10/20 09:00;14;28,69;5,78;19,82;0,31;;
09/10/20 10:00;14;26,67;5,38;18,41;0,29;;
09/10/20 11:00;14;28,75;6,16;19,31;0,28;;
09/10/20 12:00;14;28,11;5,62;19,49;0,28;;
09/10/20 13:00;14;31,62;6,29;21,98;0,27;;
09/10/20 14:00;14;27,11;4,90;19,60;;;
09/10/20 15:00;14;29,15;5,14;21,27;0,26;;
09/10/20 16:00;14;34,96;5,53;26,48;0,27;;
09/10/20 17:00;14;41,32;4,85;33,88;0,29;;
09/10/20 18:00;14;70,61;7,89;58,52;0,35;;
09/10/20 19:00;14;81,17;8,39;68,31;0,43;;
09/10/20 20:00;14;85,88;14,34;63,88;0,49;;
09/10/20 21:00;14;46,54;6,97;35,85;0,42;;
09/10/20 22:00;14;22,64;2,52;18,76;0,31;;
09/10/20 23:00;14;20,11;2,08;16,92;0,29;;
10/10/20 00:00;14;15,57;1,19;13,75;0,28;;
10/10/20 01:00;13;12,78;0,86;11,46;0,26;;
10/10/20 02:00;13;10,09;0,75;8,93;0,26;;
10/10/20 03:00;13;7,80;0,75;6,65;0,24;;
10/10/20 04:00;13;6,85;0,69;5,80;0,23;;
10/10/20 05:00;13;16,07;2,49;12,26;0,24;;
10/10/20 06:00;13;23,06;2,49;19,24;0,29;;
10/10/20 07:00;13;53,62;11,70;35,64;0,36;;
10/10/20 08:00;13;69,37;17,35;42,77;0,46;;
10/10/20 09:00;13;52,38;9,43;37,92;0,40;;
10/10/20 10:00;13;23,18;2,97;18,63;0,30;;
10/10/20 11:00;13;21,33;2,91;16,86;0,30;;
10/10/20 12:00;13;28,77;4,37;22,08;0,30;;
10/10/20 13:00;13;33,65;4,96;26,04;;;
10/10/20 14:00;13;30,04;3,88;24,09;0,31;;
10/10/20 15:00;13;25,39;2,89;20,96;0,29;;
10/10/20 16:00;13;16,12;1,48;13,85;0,28;;
10/10/20 17:00;13;20,71;1,37;18,61;0,30;;
10/10/20 18:00;13;21,12;1,03;19,54;0,32;;
10/10/20 19:00;13;29,44;0,95;27,98;0,38;;
10/10/20 20:00;13;44,68;3,50;39,32;0,48;;
10/10/20 21:00;13;48,96;5,79;40,08;0,49;;
10/10/20 22:00;13;27,01;2,06;23,85;0,36;;
10/10/20 23:00;13;27,61;2,00;24,54;0,38;;
11/10/20 00:00;13;22,36;1,64;19,84;0,37;;
11/10/20 01:00;4;15,14;1,00;13,61;0,33;;
11/10/20 02:00;4;16,91;1,09;15,23;0,34;;
11/10/20 03:00;4;10,26;0,79;9,04;0,30;;
11/10/20 04:00;4;9,03;0,81;7,79;0,30;;
11/10/20 05:00;4;9,79;0,76;8,62;0,32;;
11/10/20 06:00;4;14,29;1,09;12,63;0,35;;
11/10/20 07:00;4;14,98;1,41;12,83;0,34;;
11/10/20 08:00;4;23,88;2,90;19,43;0,45;;
11/10/20 09:00;4;20,71;2,73;16,52;0,42;;
11/10/20 10:00;4;19,18;2,08;15,98;0,35;;
11/10/20 11:00;4;12,94;1,60;10,49;0,30;;
11/10/20 12:00;4;11,50;1,55;9,12;;;
11/10/20 13:00;4;10,99;1,67;8,44;0,26;;
11/10/20 14:00;4;5,98;0,91;4,58;0,24;;
11/10/20 15:00;4;5,71;0,88;4,37;0,24;;
11/10/20 16:00;4;6,29;0,87;4,96;0,24;;
11/10/20 17:00;4;7,60;0,86;6,28;0,27;;
11/10/20 18:00;4;9,49;0,91;8,10;0,31;;
11/10/20 19:00;4;7,50;0,82;6,24;0,30;;
11/10/20 20:00;4;7,46;0,76;6,29;0,30;;
11/10/20 21:00;4;5,79;0,73;4,67;0,31;;
