Parm;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE
25/11/20 19:00;Bari - Cavour;0.68;30;18;42.58;119.56;54.27;;;1.67
25/11/20 20:00;Bari - Cavour;0.98;30;18;85.22;190.00;59.34;;;4.14
25/11/20 21:00;Bari - Cavour;0.90;30;18;63.86;150.59;52.67;;;4.62
25/11/20 22:00;Bari - Cavour;0.66;30;18;31.98;97.41;48.38;;;3.88
25/11/20 23:00;Bari - Cavour;0.49;30;18;11.66;59.48;41.61;;;2.80
26/11/20 00:00;Bari - Cavour;0.33;30;18;2.23;33.47;30.05;;;1.80
26/11/20 01:00;Bari - Cavour;0.24;32;23;1.33;26.02;23.97;;;1.14
26/11/20 02:00;Bari - Cavour;0.20;32;23;0.52;19.77;18.97;;;0.88
26/11/20 03:00;Bari - Cavour;0.19;32;23;0.67;19.44;18.41;;;0.81
26/11/20 04:00;Bari - Cavour;0.19;32;23;0.76;22.44;21.28;;;0.87
26/11/20 05:00;Bari - Cavour;0.20;32;23;1.12;27.21;25.50;;;0.95
26/11/20 06:00;Bari - Cavour;0.21;32;23;3.51;34.99;29.60;;;0.94
26/11/20 07:00;Bari - Cavour;0.27;32;23;18.28;66.69;38.66;;;0.99
26/11/20 08:00;Bari - Cavour;0.38;32;23;49.50;121.53;45.63;;;1.25
26/11/20 09:00;Bari - Cavour;0.73;32;23;93.88;194.69;50.75;;;2.14
26/11/20 10:00;Bari - Cavour;0.96;32;23;98.86;205.42;53.84;;;4.45
26/11/20 11:00;Bari - Cavour;0.59;32;23;36.03;104.43;49.19;;;4.06
26/11/20 12:00;Bari - Cavour;0.43;32;23;6.38;48.76;38.97;;;2.28
26/11/20 13:00;Bari - Cavour;0.36;32;23;3.36;37.78;32.62;;;1.78
26/11/20 14:00;Bari - Cavour;0.37;32;23;2.72;36.83;32.67;;;1.56
26/11/20 15:00;Bari - Cavour;0.37;32;23;5.77;47.14;38.29;;;1.45
26/11/20 16:00;Bari - Cavour;0.44;32;23;8.54;59.65;46.56;;;1.51
26/11/20 17:00;Bari - Cavour;0.58;32;23;17.64;82.30;55.26;;;2.04
26/11/20 18:00;Bari - Cavour;0.69;32;23;33.13;112.17;61.38;;;2.54
26/11/20 19:00;Bari - Cavour;0.77;32;23;46.88;134.86;62.98;;;2.88
26/11/20 20:00;Bari - Cavour;1.06;32;23;110.04;235.60;66.89;;;3.98
26/11/20 21:00;Bari - Cavour;0.99;32;23;76.23;171.45;54.58;;;4.98
26/11/20 22:00;Bari - Cavour;0.80;32;23;36.55;103.54;47.51;;;4.67
26/11/20 23:00;Bari - Cavour;0.64;32;23;17.38;70.03;43.39;;;3.77
27/11/20 00:00;Bari - Cavour;0.47;32;23;10.20;54.82;39.18;;;2.81
27/11/20 01:00;Bari - Cavour;0.34;39;28;6.20;42.20;32.73;;;2.05
27/11/20 02:00;Bari - Cavour;;39;28;1.18;26.45;24.64;;;1.59
27/11/20 03:00;Bari - Cavour;0.22;39;28;0.68;22.61;21.57;;;1.26
27/11/20 04:00;Bari - Cavour;0.20;39;28;0.90;20.08;18.70;;;1.04
27/11/20 05:00;Bari - Cavour;0.19;39;28;0.80;20.74;19.52;;;0.92
27/11/20 06:00;Bari - Cavour;0.20;39;28;;;;;;0.99
27/11/20 07:00;Bari - Cavour;0.26;39;28;14.69;56.86;34.34;;;1.07
27/11/20 08:00;Bari - Cavour;0.37;39;28;34.71;94.55;41.34;;;1.43
27/11/20 09:00;Bari - Cavour;0.72;39;28;69.77;153.88;46.91;;;2.21
27/11/20 10:00;Bari - Cavour;0.98;39;28;94.73;199.01;53.76;;;4.27
27/11/20 11:00;Bari - Cavour;0.70;39;28;61.14;147.64;53.89;;;4.34
27/11/20 12:00;Bari - Cavour;0.74;39;28;63.08;153.95;57.23;;;3.40
27/11/20 13:00;Bari - Cavour;0.79;39;28;49.24;131.87;56.38;;;3.71
27/11/20 14:00;Bari - Cavour;0.78;39;28;28.88;100.05;55.77;;;4.05
27/11/20 15:00;Bari - Cavour;0.53;39;28;13.75;70.60;49.53;;;3.29
27/11/20 16:00;Bari - Cavour;0.40;39;28;6.38;54.39;44.61;;;1.95
27/11/20 17:00;Bari - Cavour;0.58;39;28;14.82;76.01;53.28;;;1.76
27/11/20 18:00;Bari - Cavour;1.04;39;28;69.32;173.37;67.11;;;3.63
27/11/20 19:00;Bari - Cavour;1.30;39;28;99.74;226.47;73.54;;;5.06
27/11/20 20:00;Bari - Cavour;1.44;39;28;141.70;289.96;72.70;;;6.44
27/11/20 21:00;Bari - Cavour;1.10;39;28;88.82;196.49;60.30;;;6.29
27/11/20 22:00;Bari - Cavour;0.79;39;28;43.72;121.74;54.71;;;4.58
27/11/20 23:00;Bari - Cavour;0.64;39;28;26.66;91.24;50.37;;;3.59
28/11/20 00:00;Bari - Cavour;0.44;39;28;13.87;61.47;40.20;;;2.90
28/11/20 01:00;Bari - Cavour;0.36;26;19;4.63;39.21;32.10;;;2.33
28/11/20 02:00;Bari - Cavour;0.31;26;19;1.26;26.58;24.65;;;1.71
28/11/20 03:00;Bari - Cavour;0.26;26;19;0.64;21.47;20.50;;;1.38
28/11/20 04:00;Bari - Cavour;0.24;26;19;0.52;18.97;18.18;;;1.22
28/11/20 05:00;Bari - Cavour;0.23;26;19;1.05;18.21;16.59;;;1.10
28/11/20 06:00;Bari - Cavour;0.26;26;19;2.32;28.00;24.43;;;1.37
28/11/20 07:00;Bari - Cavour;0.31;26;19;8.71;49.26;35.90;;;1.25
28/11/20 08:00;Bari - Cavour;0.42;26;19;24.44;81.89;44.41;;;1.33
28/11/20 09:00;Bari - Cavour;0.55;26;19;31.03;96.27;48.71;;;2.06
28/11/20 10:00;Bari - Cavour;0.54;26;19;30.38;93.99;47.41;;;2.52
28/11/20 11:00;Bari - Cavour;0.54;26;19;19.74;74.86;44.60;;;2.38
28/11/20 12:00;Bari - Cavour;0.47;26;19;9.73;61.59;46.67;;;2.25
28/11/20 13:00;Bari - Cavour;0.45;26;19;7.05;55.14;44.34;;;1.94
28/11/20 14:00;Bari - Cavour;0.43;26;19;4.31;47.45;40.84;;;1.81
28/11/20 15:00;Bari - Cavour;0.34;26;19;2.26;38.22;34.76;;;1.74
28/11/20 16:00;Bari - Cavour;0.29;26;19;1.50;33.93;31.63;;;1.40
28/11/20 17:00;Bari - Cavour;0.30;26;19;2.62;37.51;33.48;;;1.15
28/11/20 18:00;Bari - Cavour;0.41;26;19;6.24;49.32;39.76;;;1.27
28/11/20 19:00;Bari - Cavour;0.60;26;19;24.80;84.53;46.43;;;2.36
28/11/20 20:00;Bari - Cavour;0.59;26;19;22.35;81.32;47.06;;;3.08
28/11/20 21:00;Bari - Cavour;0.51;26;19;10.61;59.26;43.00;;;2.49
28/11/20 22:00;Bari - Cavour;0.51;26;19;7.63;51.03;39.33;;;2.23
28/11/20 23:00;Bari - Cavour;0.47;26;19;4.22;41.50;35.02;;;2.19
29/11/20 00:00;Bari - Cavour;0.30;26;19;0.85;24.54;23.24;;;1.30
29/11/20 01:00;Bari - Cavour;0.26;14;7;0.32;18.20;17.71;;;1.04
29/11/20 02:00;Bari - Cavour;0.25;14;7;1.79;20.47;17.82;;;0.91
29/11/20 03:00;Bari - Cavour;0.22;14;7;0.23;16.31;16.09;;;0.91
29/11/20 04:00;Bari - Cavour;0.18;14;7;0.05;12.82;12.86;;;0.61
29/11/20 05:00;Bari - Cavour;0.15;14;7;0.14;11.47;11.39;;;0.47
29/11/20 06:00;Bari - Cavour;0.14;14;7;;;;;;0.34
29/11/20 07:00;Bari - Cavour;0.15;14;7;0.10;13.18;13.05;;;0.32
29/11/20 08:00;Bari - Cavour;0.16;14;7;0.41;16.38;15.75;;;0.38
29/11/20 09:00;Bari - Cavour;0.18;14;7;0.57;18.32;17.45;;;0.39
29/11/20 10:00;Bari - Cavour;0.19;14;7;0.30;18.61;18.22;;;0.46
29/11/20 11:00;Bari - Cavour;0.22;14;7;0.96;22.59;21.11;;;0.58
29/11/20 12:00;Bari - Cavour;0.23;14;7;2.41;29.66;25.96;;;0.69
29/11/20 13:00;Bari - Cavour;0.28;14;7;4.44;36.83;30.02;;;0.83
29/11/20 14:00;Bari - Cavour;0.32;14;7;4.69;39.00;31.81;;;1.11
29/11/20 15:00;Bari - Cavour;0.24;14;7;0.72;22.57;21.48;;;1.04
29/11/20 16:00;Bari - Cavour;0.17;14;7;0.34;16.20;15.68;;;0.77
29/11/20 17:00;Bari - Cavour;0.14;14;7;0.39;14.30;13.72;;;0.42
29/11/20 18:00;Bari - Cavour;0.14;14;7;0.69;15.42;14.37;;;0.36
29/11/20 19:00;Bari - Cavour;0.15;14;7;1.02;17.36;15.80;;;0.36
29/11/20 20:00;Bari - Cavour;0.18;14;7;0.94;18.01;16.58;;;0.45
29/11/20 21:00;Bari - Cavour;0.17;14;7;0.49;13.63;12.94;;;0.45
29/11/20 22:00;Bari - Cavour;0.19;14;7;0.59;14.58;13.83;;;0.59
29/11/20 23:00;Bari - Cavour;0.16;14;7;0.14;11.60;11.47;;;0.50
30/11/20 00:00;Bari - Cavour;0.15;14;7;0.20;14.59;14.32;;;0.39
30/11/20 01:00;Bari - Cavour;0.15;15;7;0.18;15.60;15.43;;;0.40
30/11/20 02:00;Bari - Cavour;0.16;15;7;0.21;10.50;10.19;;;0.39
30/11/20 03:00;Bari - Cavour;0.17;15;7;0.37;11.34;10.77;;;0.49
30/11/20 04:00;Bari - Cavour;0.17;15;7;0.20;11.23;10.94;;;0.49
30/11/20 05:00;Bari - Cavour;0.20;15;7;0.37;12.88;12.31;;;0.60
30/11/20 06:00;Bari - Cavour;0.28;15;7;0.76;17.76;16.59;;;0.95
30/11/20 07:00;Bari - Cavour;0.21;15;7;0.94;16.51;15.07;;;1.32
30/11/20 08:00;Bari - Cavour;0.18;15;7;2.26;25.73;22.27;;;0.85
30/11/20 09:00;Bari - Cavour;0.20;15;7;3.02;32.60;27.97;;;0.82
30/11/20 10:00;Bari - Cavour;0.23;15;7;2.87;29.68;25.27;;;0.97
30/11/20 11:00;Bari - Cavour;0.23;15;7;3.19;30.64;25.74;;;1.05
30/11/20 12:00;Bari - Cavour;0.22;15;7;5.66;38.24;29.56;;;1.00
30/11/20 13:00;Bari - Cavour;0.22;15;7;8.75;52.54;39.13;;;0.98
30/11/20 14:00;Bari - Cavour;0.23;15;7;5.40;44.50;36.23;;;1.00
30/11/20 15:00;Bari - Cavour;0.18;15;7;3.94;39.34;33.31;;;0.88
30/11/20 16:00;Bari - Cavour;0.15;15;7;2.62;31.85;27.84;;;0.75
30/11/20 17:00;Bari - Cavour;0.14;15;7;3.32;36.72;31.63;;;0.60
30/11/20 18:00;Bari - Cavour;0.17;15;7;4.14;40.36;34.01;;;0.65
30/11/20 19:00;Bari - Cavour;0.19;15;7;5.13;43.47;35.61;;;0.75
30/11/20 20:00;Bari - Cavour;0.23;15;7;3.57;36.42;30.95;;;0.89
30/11/20 21:00;Bari - Cavour;0.38;15;7;10.39;54.43;38.49;;;1.31
30/11/20 22:00;Bari - Cavour;0.31;15;7;5.04;43.02;35.29;;;1.51
30/11/20 23:00;Bari - Cavour;0.24;15;7;2.49;35.20;31.37;;;1.27
01/12/20 00:00;Bari - Cavour;0.17;15;7;0.52;21.73;20.93;;;0.95
01/12/20 01:00;Bari - Cavour;0.15;20;11;0.50;17.40;16.64;;;0.78
01/12/20 02:00;Bari - Cavour;;20;11;0.79;16.89;15.67;;;0.74
01/12/20 03:00;Bari - Cavour;0.15;20;11;0.27;14.38;13.96;;;0.79
01/12/20 04:00;Bari - Cavour;0.13;20;11;0.17;13.78;13.57;;;0.80
01/12/20 05:00;Bari - Cavour;0.13;20;11;0.22;13.97;13.66;;;0.74
01/12/20 06:00;Bari - Cavour;0.15;20;11;;;;;;0.77
01/12/20 07:00;Bari - Cavour;0.19;20;11;3.99;36.21;30.09;;;0.91
01/12/20 08:00;Bari - Cavour;0.31;20;11;23.59;80.30;44.15;;;1.03
01/12/20 09:00;Bari - Cavour;0.58;20;11;53.21;131.13;49.54;;;1.97
01/12/20 10:00;Bari - Cavour;0.64;20;11;52.37;127.87;47.56;;;3.20
01/12/20 11:00;Bari - Cavour;0.48;20;11;25.41;80.77;41.80;;;3.17
01/12/20 12:00;Bari - Cavour;0.35;20;11;11.75;55.75;37.73;;;2.29
01/12/20 13:00;Bari - Cavour;0.34;20;11;12.53;57.82;38.60;;;1.57
01/12/20 14:00;Bari - Cavour;0.44;20;11;13.77;60.30;39.19;;;1.73
01/12/20 15:00;Bari - Cavour;0.31;20;11;5.41;41.37;33.08;;;1.73
01/12/20 16:00;Bari - Cavour;0.29;20;11;5.02;43.08;35.37;;;1.28
01/12/20 17:00;Bari - Cavour;0.31;20;11;7.08;51.98;41.13;;;1.33
01/12/20 18:00;Bari - Cavour;0.34;20;11;9.63;59.00;44.24;;;1.32
01/12/20 19:00;Bari - Cavour;0.40;20;11;14.03;65.44;43.93;;;1.59
01/12/20 20:00;Bari - Cavour;0.56;20;11;26.39;86.59;46.13;;;1.86
01/12/20 21:00;Bari - Cavour;0.55;20;11;21.70;78.99;45.73;;;2.63
01/12/20 22:00;Bari - Cavour;0.44;20;11;11.27;60.67;43.34;;;2.14
01/12/20 23:00;Bari - Cavour;0.34;20;11;3.48;39.03;33.70;;;1.52
02/12/20 00:00;Bari - Cavour;0.28;20;11;1.12;25.57;23.86;;;1.18
02/12/20 01:00;Bari - Cavour;0.23;17;10;0.48;17.48;16.75;;;1.04
02/12/20 02:00;Bari - Cavour;0.20;17;10;0.21;13.40;13.08;;;0.92
02/12/20 03:00;Bari - Cavour;0.20;17;10;0.32;12.89;12.40;;;0.85
02/12/20 04:00;Bari - Cavour;0.21;17;10;0.17;13.03;12.80;;;0.76
02/12/20 05:00;Bari - Cavour;0.19;17;10;0.22;14.28;14.07;;;0.72
02/12/20 06:00;Bari - Cavour;0.21;17;10;0.44;17.58;16.91;;;0.71
02/12/20 07:00;Bari - Cavour;0.27;17;10;1.92;28.27;25.32;;;0.87
02/12/20 08:00;Bari - Cavour;0.36;17;10;10.04;49.75;34.37;;;1.12
02/12/20 09:00;Bari - Cavour;0.51;17;10;24.16;77.61;40.56;;;1.66
02/12/20 10:00;Bari - Cavour;0.43;17;10;14.36;62.99;40.97;;;1.92
02/12/20 11:00;Bari - Cavour;0.38;17;10;7.86;51.27;39.21;;;1.76
02/12/20 12:00;Bari - Cavour;0.34;17;10;6.06;46.89;37.59;;;1.57
02/12/20 13:00;Bari - Cavour;0.30;17;10;4.45;42.40;35.56;;;1.42
02/12/20 14:00;Bari - Cavour;0.41;17;10;5.63;46.85;38.23;;;1.53
02/12/20 15:00;Bari - Cavour;0.34;17;10;5.55;48.23;39.71;;;1.56
02/12/20 16:00;Bari - Cavour;0.32;17;10;4.25;46.54;40.02;;;1.30
02/12/20 17:00;Bari - Cavour;0.35;17;10;4.32;48.35;41.72;;;1.26
02/12/20 18:00;Bari - Cavour;0.45;17;10;6.31;56.28;46.61;;;1.33
02/12/20 19:00;Bari - Cavour;0.46;17;10;6.60;56.69;46.57;;;1.74
02/12/20 20:00;Bari - Cavour;0.46;17;10;4.71;50.65;43.44;;;1.63
02/12/20 21:00;Bari - Cavour;0.38;17;10;2.85;41.87;37.49;;;1.69
02/12/20 22:00;Bari - Cavour;0.32;17;10;1.20;31.29;29.45;;;1.32
02/12/20 23:00;Bari - Cavour;0.25;17;10;0.37;23.65;23.11;;;1.09
03/12/20 00:00;Bari - Cavour;0.18;17;10;0.35;16.94;16.41;;;0.56
03/12/20 01:00;Bari - Cavour;0.14;18;7;0.70;16.89;15.84;;;0.37
03/12/20 02:00;Bari - Cavour;0.16;18;7;0.25;13.48;13.09;;;0.30
03/12/20 03:00;Bari - Cavour;0.16;18;7;0.02;11.06;11.17;;;0.32
03/12/20 04:00;Bari - Cavour;0.15;18;7;0.28;12.88;12.49;;;0.29
03/12/20 05:00;Bari - Cavour;0.16;18;7;0.14;12.23;12.03;;;0.30
03/12/20 06:00;Bari - Cavour;0.15;18;7;;;;;;0.37
03/12/20 07:00;Bari - Cavour;0.17;18;7;0.80;19.34;18.10;;;0.36
03/12/20 08:00;Bari - Cavour;0.29;18;7;7.47;45.16;33.71;;;0.51
03/12/20 09:00;Bari - Cavour;0.63;18;7;37.96;107.80;49.60;;;1.35
03/12/20 10:00;Bari - Cavour;0.57;18;7;20.28;77.29;46.20;;;2.80
03/12/20 11:00;Bari - Cavour;0.38;18;7;5.72;51.43;42.65;;;1.77
03/12/20 12:00;Bari - Cavour;0.31;18;7;3.83;46.55;40.68;;;1.26
03/12/20 13:00;Bari - Cavour;0.35;18;7;3.88;46.82;40.87;;;1.32
03/12/20 14:00;Bari - Cavour;0.34;18;7;3.13;40.83;36.04;;;1.34
03/12/20 15:00;Bari - Cavour;0.40;18;7;7.74;54.44;42.57;;;1.52
03/12/20 16:00;Bari - Cavour;0.35;18;7;11.00;64.14;47.28;;;1.34
03/12/20 17:00;Bari - Cavour;0.46;18;7;25.19;87.56;48.94;;;1.29
03/12/20 18:00;Bari - Cavour;0.56;18;7;35.09;104.66;50.85;;;2.06
03/12/20 19:00;Bari - Cavour;0.36;18;7;18.70;76.72;48.04;;;1.65
03/12/20 20:00;Bari - Cavour;0.21;18;7;3.44;40.75;35.47;;;1.06
03/12/20 21:00;Bari - Cavour;0.28;18;7;2.28;35.66;32.16;;;0.91
03/12/20 22:00;Bari - Cavour;0.30;18;7;2.98;37.41;32.83;;;0.92
03/12/20 23:00;Bari - Cavour;0.28;18;7;2.45;34.29;30.55;;;0.92
04/12/20 00:00;Bari - Cavour;0.25;18;7;2.02;28.17;25.07;;;0.84
04/12/20 01:00;Bari - Cavour;0.25;14;9;0.99;25.22;23.72;;;1.00
04/12/20 02:00;Bari - Cavour;0.23;14;9;0.47;21.05;20.33;;;0.93
04/12/20 03:00;Bari - Cavour;0.21;14;9;0.21;14.65;14.35;;;0.86
04/12/20 04:00;Bari - Cavour;0.21;14;9;0.27;13.08;12.68;;;0.78
04/12/20 05:00;Bari - Cavour;0.19;14;9;0.28;13.01;12.58;;;0.78
04/12/20 06:00;Bari - Cavour;0.21;14;9;0.54;16.49;15.66;;;0.80
04/12/20 07:00;Bari - Cavour;0.25;14;9;1.67;23.39;20.83;;;0.92
04/12/20 08:00;Bari - Cavour;0.34;14;9;11.51;49.39;31.75;;;1.06
04/12/20 09:00;Bari - Cavour;0.56;14;9;30.67;85.63;38.61;;;1.74
04/12/20 10:00;Bari - Cavour;0.55;14;9;35.98;96.05;40.88;;;2.65
04/12/20 11:00;Bari - Cavour;0.82;14;9;34.71;95.45;42.23;;;2.89
04/12/20 12:00;Bari - Cavour;0.60;14;9;35.11;99.16;45.32;;;3.21
04/12/20 13:00;Bari - Cavour;0.37;14;9;12.15;60.27;41.64;;;2.15
04/12/20 14:00;Bari - Cavour;0.31;14;9;3.42;37.23;31.99;;;1.41
04/12/20 15:00;Bari - Cavour;0.34;14;9;8.78;52.69;39.23;;;1.26
04/12/20 16:00;Bari - Cavour;0.44;14;9;11.32;61.14;43.79;;;1.54
04/12/20 17:00;Bari - Cavour;0.50;14;9;15.76;73.98;49.81;;;1.94
04/12/20 18:00;Bari - Cavour;0.48;14;9;17.84;80.08;52.71;;;1.96
04/12/20 19:00;Bari - Cavour;0.57;14;9;33.43;101.34;50.08;;;1.97
04/12/20 20:00;Bari - Cavour;0.59;14;9;33.64;102.17;50.59;;;2.50
04/12/20 21:00;Bari - Cavour;0.65;14;9;27.83;90.38;47.71;;;3.08
04/12/20 22:00;Bari - Cavour;0.58;14;9;15.79;66.20;41.99;;;3.67
04/12/20 23:00;Bari - Cavour;0.37;14;9;5.88;46.80;37.77;;;2.18
05/12/20 00:00;Bari - Cavour;0.24;14;9;0.87;25.24;23.90;;;1.29
05/12/20 01:00;Bari - Cavour;0.25;16;8;0.64;20.59;19.62;;;1.00
05/12/20 02:00;Bari - Cavour;;16;8;0.74;20.99;19.86;;;1.10
05/12/20 03:00;Bari - Cavour;0.21;16;8;0.09;15.09;15.12;;;0.94
05/12/20 04:00;Bari - Cavour;0.18;16;8;0.40;13.64;13.09;;;0.72
05/12/20 05:00;Bari - Cavour;0.17;16;8;0.29;13.57;13.30;;;0.62
05/12/20 06:00;Bari - Cavour;0.21;16;8;;;;;;0.90
05/12/20 07:00;Bari - Cavour;0.20;16;8;2.42;29.19;25.48;;;0.92
05/12/20 08:00;Bari - Cavour;0.29;16;8;9.58;50.30;35.61;;;0.88
05/12/20 09:00;Bari - Cavour;0.47;16;8;24.66;78.40;40.58;;;1.31
05/12/20 10:00;Bari - Cavour;0.80;16;8;62.75;144.74;48.53;;;2.47
05/12/20 11:00;Bari - Cavour;0.68;16;8;36.49;102.64;46.69;;;3.71
05/12/20 12:00;Bari - Cavour;0.33;16;8;6.17;49.18;39.74;;;1.97
05/12/20 13:00;Bari - Cavour;0.42;16;8;7.51;54.71;43.20;;;1.53
05/12/20 14:00;Bari - Cavour;0.39;16;8;6.19;52.08;42.59;;;1.87
05/12/20 15:00;Bari - Cavour;0.37;16;8;4.51;47.68;40.76;;;1.51
05/12/20 16:00;Bari - Cavour;0.27;16;8;1.50;30.54;28.25;;;1.03
05/12/20 17:00;Bari - Cavour;0.24;16;8;1.86;30.72;27.86;;;0.80
05/12/20 18:00;Bari - Cavour;0.29;16;8;3.05;37.40;32.74;;;0.78
05/12/20 19:00;Bari - Cavour;0.29;16;8;3.50;40.38;35.01;;;0.90
05/12/20 20:00;Bari - Cavour;0.31;16;8;4.14;44.48;38.14;;;1.07
05/12/20 21:00;Bari - Cavour;0.39;16;8;4.45;46.07;39.25;;;1.24
05/12/20 22:00;Bari - Cavour;0.31;16;8;2.41;36.83;33.13;;;1.28
05/12/20 23:00;Bari - Cavour;0.25;16;8;0.78;25.12;23.94;;;1.01
06/12/20 00:00;Bari - Cavour;0.16;16;8;0.19;13.97;13.70;;;0.59
06/12/20 01:00;Bari - Cavour;0.12;13;5;0.06;10.99;11.04;;;0.36
06/12/20 02:00;Bari - Cavour;0.13;13;5;0.08;10.21;10.28;;;0.35
06/12/20 03:00;Bari - Cavour;0.13;13;5;0.02;9.00;9.24;;;0.32
06/12/20 04:00;Bari - Cavour;0.10;13;5;0.02;7.74;8.00;;;0.36
06/12/20 05:00;Bari - Cavour;0.07;13;5;0.10;6.30;6.23;;;0.23
06/12/20 06:00;Bari - Cavour;0.10;13;5;0.05;6.99;7.11;;;0.22
06/12/20 07:00;Bari - Cavour;0.14;13;5;0.28;11.92;11.49;;;0.28
06/12/20 08:00;Bari - Cavour;0.16;13;5;0.56;14.98;14.14;;;0.33
06/12/20 09:00;Bari - Cavour;0.15;13;5;0.40;12.33;11.71;;;0.41
06/12/20 10:00;Bari - Cavour;0.13;13;5;0.66;14.51;13.51;;;0.41
06/12/20 11:00;Bari - Cavour;0.15;13;5;1.61;20.40;17.94;;;0.48
06/12/20 12:00;Bari - Cavour;0.15;13;5;1.68;21.77;19.19;;;0.60
06/12/20 13:00;Bari - Cavour;0.16;13;5;2.01;25.60;22.52;;;0.65
06/12/20 14:00;Bari - Cavour;0.13;13;5;1.23;20.52;18.63;;;0.68
06/12/20 15:00;Bari - Cavour;0.10;13;5;0.30;11.99;11.53;;;0.43
06/12/20 16:00;Bari - Cavour;0.11;13;5;0.61;11.99;11.05;;;0.31
06/12/20 17:00;Bari - Cavour;0.15;13;5;0.76;16.84;15.67;;;0.36
06/12/20 18:00;Bari - Cavour;0.23;13;5;4.40;36.36;29.61;;;0.51
06/12/20 19:00;Bari - Cavour;0.23;13;5;2.35;33.42;29.81;;;0.77
06/12/20 20:00;Bari - Cavour;0.22;13;5;1.91;31.88;28.96;;;0.69
06/12/20 21:00;Bari - Cavour;0.30;13;5;5.43;44.53;36.20;;;0.76
06/12/20 22:00;Bari - Cavour;0.38;13;5;9.09;59.32;45.38;;;1.13
06/12/20 23:00;Bari - Cavour;0.24;13;5;1.98;32.71;29.67;;;1.08
07/12/20 00:00;Bari - Cavour;0.15;13;5;0.26;14.11;13.77;;;0.56
07/12/20 01:00;Bari - Cavour;0.13;13;7;0.13;11.81;11.68;;;0.56
07/12/20 02:00;Bari - Cavour;0.13;13;7;0.12;10.12;9.95;;;0.41
07/12/20 03:00;Bari - Cavour;0.12;13;7;0.04;8.55;8.59;;;0.38
07/12/20 04:00;Bari - Cavour;0.11;13;7;0.15;6.84;6.63;;;0.34
07/12/20 05:00;Bari - Cavour;0.09;13;7;0.50;9.00;8.27;;;0.33
07/12/20 06:00;Bari - Cavour;0.11;13;7;;;;;;0.39
07/12/20 07:00;Bari - Cavour;0.22;13;7;4.54;40.02;33.08;;;0.55
07/12/20 08:00;Bari - Cavour;0.35;13;7;31.26;94.25;46.33;;;1.05
07/12/20 09:00;Bari - Cavour;0.52;13;7;56.17;136.63;50.52;;;1.67
07/12/20 10:00;Bari - Cavour;0.53;13;7;39.95;108.51;47.26;;;1.98
07/12/20 11:00;Bari - Cavour;0.51;13;7;42.98;113.62;47.72;;;2.32
07/12/20 12:00;Bari - Cavour;0.50;13;7;30.61;90.62;43.70;;;2.20
07/12/20 13:00;Bari - Cavour;0.51;13;7;23.96;80.80;44.07;;;2.66
07/12/20 14:00;Bari - Cavour;0.68;13;7;34.23;101.29;48.80;;;2.82
07/12/20 15:00;Bari - Cavour;0.53;13;7;27.80;91.66;49.03;;;3.22
07/12/20 16:00;Bari - Cavour;0.52;13;7;31.92;98.40;49.45;;;2.06
07/12/20 17:00;Bari - Cavour;0.63;13;7;48.86;127.89;52.98;;;2.80
07/12/20 18:00;Bari - Cavour;0.54;13;7;29.63;95.19;49.77;;;2.14
07/12/20 19:00;Bari - Cavour;0.69;13;7;54.05;135.25;52.37;;;2.96
07/12/20 20:00;Bari - Cavour;0.68;13;7;51.30;128.32;49.65;;;3.24
07/12/20 21:00;Bari - Cavour;0.75;13;7;46.97;122.21;50.18;;;3.14
07/12/20 22:00;Bari - Cavour;0.50;13;7;20.13;74.47;43.61;;;3.33
07/12/20 23:00;Bari - Cavour;0.29;13;7;3.67;39.61;33.99;;;1.54
08/12/20 00:00;Bari - Cavour;0.18;13;7;0.83;24.15;22.89;;;0.97
08/12/20 01:00;Bari - Cavour;0.13;11;6;0.18;13.70;13.43;;;0.71
08/12/20 02:00;Bari - Cavour;0.12;11;6;0.22;12.44;12.11;;;0.59
08/12/20 03:00;Bari - Cavour;0.11;11;6;0.17;10.63;10.36;;;0.55
08/12/20 04:00;Bari - Cavour;0.11;11;6;0.01;9.30;9.61;;;0.50
08/12/20 05:00;Bari - Cavour;0.11;11;6;0.15;9.98;9.80;;;0.46
08/12/20 06:00;Bari - Cavour;0.11;11;6;0.19;11.18;10.91;;;0.45
08/12/20 07:00;Bari - Cavour;0.15;11;6;1.11;19.46;17.77;;;0.52
08/12/20 08:00;Bari - Cavour;0.21;11;6;2.21;28.31;24.91;;;0.70
08/12/20 09:00;Bari - Cavour;0.22;11;6;3.35;33.54;28.38;;;0.85
08/12/20 10:00;Bari - Cavour;0.25;11;6;2.60;28.45;24.47;;;0.95
08/12/20 11:00;Bari - Cavour;0.36;11;6;7.97;41.90;29.69;;;1.34
08/12/20 12:00;Bari - Cavour;0.40;11;6;13.18;54.27;34.07;;;1.80
08/12/20 13:00;Bari - Cavour;0.35;11;6;11.37;57.21;39.77;;;1.67
08/12/20 14:00;Bari - Cavour;0.36;11;6;9.09;55.19;41.26;;;1.55
08/12/20 15:00;Bari - Cavour;0.25;11;6;2.14;33.61;30.33;;;1.40
08/12/20 16:00;Bari - Cavour;0.21;11;6;1.83;27.55;24.75;;;0.93
08/12/20 17:00;Bari - Cavour;0.24;11;6;3.11;32.84;28.07;;;0.85
