ts;Station;CO;PM10;PM2.5;NO;NOx;NO2;NO3;O3;BENZENE
25/09/20 14:00;Barletta - Casardi;;22;10;0.66;10.58;9.57;;73.36;0.05
25/09/20 15:00;Barletta - Casardi;;22;10;1.28;12.20;10.23;;64.32;
25/09/20 16:00;Barletta - Casardi;;22;10;0.88;13.00;11.65;;58.86;0.05
25/09/20 17:00;Barletta - Casardi;;22;10;1.13;11.65;9.92;;62.85;
25/09/20 18:00;Barletta - Casardi;;22;10;0.55;10.37;9.52;;67.33;0.03
25/09/20 19:00;Barletta - Casardi;;22;10;0.70;13.78;12.70;;64.17;
25/09/20 20:00;Barletta - Casardi;;22;10;0.67;13.67;12.62;;68.13;0.05
25/09/20 21:00;Barletta - Casardi;;22;10;0.39;11.57;10.99;;65.48;0.04
25/09/20 22:00;Barletta - Casardi;;22;10;0.34;6.26;5.79;;71.67;
25/09/20 23:00;Barletta - Casardi;;22;10;0.19;6.71;6.42;;68.22;
26/09/20 00:00;Barletta - Casardi;;22;10;0.47;4.26;3.55;;71.82;
26/09/20 01:00;Barletta - Casardi;;9;4;0.16;3.56;3.34;;43.05;
26/09/20 02:00;Barletta - Casardi;;9;4;0.23;3.58;3.23;;3.21;
26/09/20 03:00;Barletta - Casardi;;9;4;;;;;3.21;
26/09/20 04:00;Barletta - Casardi;;9;4;0.26;5.11;4.72;;3.31;
26/09/20 05:00;Barletta - Casardi;;9;4;0.25;6.04;5.66;;;0.08
26/09/20 06:00;Barletta - Casardi;;9;4;0.45;8.28;7.59;;;
26/09/20 07:00;Barletta - Casardi;;9;4;0.46;9.64;8.93;;;
26/09/20 08:00;Barletta - Casardi;;9;4;1.03;12.41;10.83;;;
26/09/20 09:00;Barletta - Casardi;;9;4;1.33;11.64;9.60;;;
26/09/20 10:00;Barletta - Casardi;;9;4;1.35;14.06;12.00;;;
26/09/20 11:00;Barletta - Casardi;;9;4;1.74;13.01;10.34;;;0.04
26/09/20 12:00;Barletta - Casardi;;9;4;1.97;11.45;8.43;;;
26/09/20 13:00;Barletta - Casardi;;9;4;2.08;11.92;8.73;;;
26/09/20 14:00;Barletta - Casardi;;9;4;0.81;7.32;6.08;;;
26/09/20 15:00;Barletta - Casardi;;9;4;0.85;6.89;5.58;;;
26/09/20 16:00;Barletta - Casardi;;9;4;0.61;7.22;6.27;;;
26/09/20 17:00;Barletta - Casardi;;9;4;0.79;9.61;8.41;;;0.05
26/09/20 18:00;Barletta - Casardi;;9;4;0.54;13.82;12.99;;;0.09
26/09/20 19:00;Barletta - Casardi;;9;4;0.61;20.57;19.63;;;0.13
26/09/20 20:00;Barletta - Casardi;;9;4;1.20;24.46;22.64;;;0.27
26/09/20 21:00;Barletta - Casardi;;9;4;0.58;17.89;17.01;;;
26/09/20 22:00;Barletta - Casardi;;9;4;0.42;14.05;13.40;;;
26/09/20 23:00;Barletta - Casardi;;9;4;0.37;11.19;10.62;;;
27/09/20 00:00;Barletta - Casardi;;9;4;0.41;9.47;8.84;;;0.05
27/09/20 01:00;Barletta - Casardi;;11;4;0.27;9.48;9.06;;;
27/09/20 02:00;Barletta - Casardi;;11;4;0.36;6.60;6.04;;;
27/09/20 03:00;Barletta - Casardi;;11;4;0.29;5.66;5.23;;;0.05
27/09/20 04:00;Barletta - Casardi;;11;4;0.30;5.72;5.31;;;
27/09/20 05:00;Barletta - Casardi;;11;4;0.35;8.90;8.36;;;0.04
27/09/20 06:00;Barletta - Casardi;;11;4;0.25;9.16;8.79;;;
27/09/20 07:00;Barletta - Casardi;;11;4;0.41;6.65;6.02;;;
27/09/20 08:00;Barletta - Casardi;;11;4;1.31;9.34;7.33;;;0.07
27/09/20 09:00;Barletta - Casardi;;11;4;1.10;7.17;5.49;;;0.07
27/09/20 10:00;Barletta - Casardi;;11;4;0.85;6.26;4.95;;;0.05
27/09/20 11:00;Barletta - Casardi;;11;4;0.89;6.54;5.17;;;
27/09/20 12:00;Barletta - Casardi;;11;4;1.07;7.46;5.82;;;
27/09/20 13:00;Barletta - Casardi;;11;4;1.20;8.34;6.49;;;0.10
27/09/20 14:00;Barletta - Casardi;;11;4;0.44;4.61;3.94;;;
27/09/20 15:00;Barletta - Casardi;;11;4;0.37;4.71;4.13;;;
27/09/20 16:00;Barletta - Casardi;;11;4;0.39;5.17;4.58;;;
27/09/20 17:00;Barletta - Casardi;;11;4;0.26;5.12;4.73;;;
27/09/20 18:00;Barletta - Casardi;;11;4;0.47;6.13;5.41;;;
27/09/20 19:00;Barletta - Casardi;;11;4;0.50;8.35;7.59;;;
27/09/20 20:00;Barletta - Casardi;;11;4;0.38;7.35;6.77;;;
27/09/20 21:00;Barletta - Casardi;;11;4;0.27;7.24;6.82;;;
27/09/20 22:00;Barletta - Casardi;;11;4;0.22;6.83;6.54;;;
27/09/20 23:00;Barletta - Casardi;;11;4;0.47;8.41;7.69;;;
28/09/20 00:00;Barletta - Casardi;;11;4;0.46;6.29;5.58;;;
28/09/20 01:00;Barletta - Casardi;;7;2;0.31;4.59;4.11;;;
28/09/20 02:00;Barletta - Casardi;;7;2;0.27;3.69;3.31;;;
28/09/20 03:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 04:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 05:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 06:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 07:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 08:00;Barletta - Casardi;;7;2;;;;;;0.36
28/09/20 09:00;Barletta - Casardi;;7;2;;;;;;0.05
28/09/20 10:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 11:00;Barletta - Casardi;;7;2;;;;;;0.04
28/09/20 12:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 13:00;Barletta - Casardi;;7;2;;;;;;0.17
28/09/20 14:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 15:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 16:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 17:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 18:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 19:00;Barletta - Casardi;;7;2;;;;;;
28/09/20 20:00;Barletta - Casardi;;7;2;;;;;;0.10
28/09/20 21:00;Barletta - Casardi;;7;2;;;;;;0.18
28/09/20 22:00;Barletta - Casardi;;7;2;;;;;;0.05
28/09/20 23:00;Barletta - Casardi;;7;2;;;;;;
29/09/20 00:00;Barletta - Casardi;;7;2;;;;;;
29/09/20 01:00;Barletta - Casardi;;10;5;;;;;;
29/09/20 02:00;Barletta - Casardi;;10;5;;;;;;
29/09/20 03:00;Barletta - Casardi;;10;5;;;;;;
29/09/20 04:00;Barletta - Casardi;;10;5;;;;;;
29/09/20 05:00;Barletta - Casardi;;10;5;;;;;;
29/09/20 06:00;Barletta - Casardi;;10;5;;;;;;0.05
29/09/20 07:00;Barletta - Casardi;;10;5;;;;;;0.08
29/09/20 08:00;Barletta - Casardi;;10;5;;;;;;0.42
29/09/20 09:00;Barletta - Casardi;;10;5;;;;;;0.19
29/09/20 10:00;Barletta - Casardi;;10;5;;;;;;0.19
29/09/20 11:00;Barletta - Casardi;;10;5;;;;;;0.15
29/09/20 12:00;Barletta - Casardi;;10;5;;;;;;0.12
29/09/20 13:00;Barletta - Casardi;;10;5;;;;;;0.05
29/09/20 14:00;Barletta - Casardi;;10;5;;;;;;0.05
29/09/20 15:00;Barletta - Casardi;;10;5;;;;;;0.05
29/09/20 16:00;Barletta - Casardi;;10;5;;;;;;
29/09/20 17:00;Barletta - Casardi;;10;5;;;;;;0.06
29/09/20 18:00;Barletta - Casardi;;10;5;;;;;;0.11
29/09/20 19:00;Barletta - Casardi;;10;5;;;;;;0.73
29/09/20 20:00;Barletta - Casardi;;10;5;;;;;;1.95
29/09/20 21:00;Barletta - Casardi;;10;5;;;;;;1.81
29/09/20 22:00;Barletta - Casardi;;10;5;;;;;;1.09
29/09/20 23:00;Barletta - Casardi;;10;5;;;;;;0.24
30/09/20 00:00;Barletta - Casardi;;10;5;;;;;;0.04
30/09/20 01:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 02:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 03:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 04:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 05:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 06:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 07:00;Barletta - Casardi;;13;8;;;;;;0.23
30/09/20 08:00;Barletta - Casardi;;13;8;;;;;;0.69
30/09/20 09:00;Barletta - Casardi;;13;8;;;;;;0.46
30/09/20 10:00;Barletta - Casardi;;13;8;;;;;;0.32
30/09/20 11:00;Barletta - Casardi;;13;8;;;;;;0.11
30/09/20 12:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 13:00;Barletta - Casardi;;13;8;;;;;;0.18
30/09/20 14:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 15:00;Barletta - Casardi;;13;8;;;;;;0.03
30/09/20 16:00;Barletta - Casardi;;13;8;;;;;;
30/09/20 17:00;Barletta - Casardi;;13;8;;;;;;0.05
30/09/20 18:00;Barletta - Casardi;;13;8;0.39;16.85;16.25;;77.28;
30/09/20 19:00;Barletta - Casardi;;13;8;1.02;48.22;46.66;;44.12;0.26
30/09/20 20:00;Barletta - Casardi;;13;8;0.82;38.40;37.15;;48.16;0.51
30/09/20 21:00;Barletta - Casardi;;13;8;0.93;39.95;38.52;;42.52;0.41
30/09/20 22:00;Barletta - Casardi;;13;8;1.02;52.25;50.68;;29.32;0.86
30/09/20 23:00;Barletta - Casardi;;13;8;1.02;44.81;43.26;;28.99;0.98
01/10/20 00:00;Barletta - Casardi;;13;8;0.40;21.31;20.69;;50.59;0.92
01/10/20 01:00;Barletta - Casardi;;14;10;0.18;12.45;12.17;;50.81;0.45
01/10/20 02:00;Barletta - Casardi;;14;10;0.08;8.63;8.56;;56.08;0.05
01/10/20 03:00;Barletta - Casardi;;14;10;0.09;10.14;10.06;;50.23;
01/10/20 04:00;Barletta - Casardi;;14;10;0.34;11.05;10.55;;52.45;0.05
01/10/20 05:00;Barletta - Casardi;;14;10;0.33;16.04;15.54;;49.38;0.04
01/10/20 06:00;Barletta - Casardi;;14;10;0.65;25.35;24.35;;43.39;0.19
01/10/20 07:00;Barletta - Casardi;;14;10;1.94;32.70;29.73;;40.78;0.38
01/10/20 08:00;Barletta - Casardi;;14;10;4.70;37.67;30.45;;45.46;0.94
01/10/20 09:00;Barletta - Casardi;;14;10;3.49;25.59;20.25;;59.41;0.69
01/10/20 10:00;Barletta - Casardi;;14;10;1.67;15.13;12.56;;75.00;0.27
01/10/20 11:00;Barletta - Casardi;;14;10;1.82;16.70;13.91;;79.31;0.06
01/10/20 12:00;Barletta - Casardi;;14;10;1.51;14.18;11.86;;88.61;0.19
01/10/20 13:00;Barletta - Casardi;;14;10;1.06;11.90;10.27;;96.94;0.06
01/10/20 14:00;Barletta - Casardi;;14;10;0.98;11.03;9.53;;105.99;0.07
01/10/20 15:00;Barletta - Casardi;;14;10;0.93;11.26;9.82;;117.13;
01/10/20 16:00;Barletta - Casardi;;14;10;0.59;10.07;9.15;;113.81;0.05
01/10/20 17:00;Barletta - Casardi;;14;10;0.53;13.70;12.89;;111.48;0.09
01/10/20 18:00;Barletta - Casardi;;14;10;8.63;62.82;49.59;;62.99;0.14
01/10/20 19:00;Barletta - Casardi;;14;10;3.63;56.92;51.36;;51.21;0.21
01/10/20 20:00;Barletta - Casardi;;14;10;0.78;33.86;32.65;;60.42;0.31
01/10/20 21:00;Barletta - Casardi;;14;10;0.63;38.50;37.54;;45.93;0.44
01/10/20 22:00;Barletta - Casardi;;14;10;0.68;24.89;23.84;;52.64;0.85
01/10/20 23:00;Barletta - Casardi;;14;10;0.49;12.77;12.02;;55.57;0.18
02/10/20 00:00;Barletta - Casardi;;14;10;0.40;8.85;8.25;;53.58;0.16
02/10/20 01:00;Barletta - Casardi;;22;11;0.11;8.03;7.90;;53.57;
02/10/20 02:00;Barletta - Casardi;;22;11;0.15;6.67;6.45;;53.98;
02/10/20 03:00;Barletta - Casardi;;22;11;;;;;56.53;
02/10/20 04:00;Barletta - Casardi;;22;11;0.24;6.20;5.83;;58.52;
02/10/20 05:00;Barletta - Casardi;;22;11;0.34;12.41;11.88;;;
02/10/20 06:00;Barletta - Casardi;;22;11;0.48;18.81;18.06;;47.32;
02/10/20 07:00;Barletta - Casardi;;22;11;10.20;49.99;34.37;;30.29;0.15
02/10/20 08:00;Barletta - Casardi;;22;11;32.87;100.17;49.76;;15.06;1.61
02/10/20 09:00;Barletta - Casardi;;22;11;12.57;51.42;32.14;;39.81;1.01
02/10/20 10:00;Barletta - Casardi;;22;11;4.55;26.85;19.88;;61.52;0.36
02/10/20 11:00;Barletta - Casardi;;22;11;2.07;17.65;14.48;;76.91;0.08
02/10/20 12:00;Barletta - Casardi;;22;11;2.22;18.26;14.85;;79.96;0.17
02/10/20 13:00;Barletta - Casardi;;22;11;2.04;17.53;14.41;;85.72;0.51
02/10/20 14:00;Barletta - Casardi;;22;11;0.75;9.24;8.08;;95.50;0.16
02/10/20 15:00;Barletta - Casardi;;22;11;0.61;9.74;8.81;;91.79;0.05
02/10/20 16:00;Barletta - Casardi;;22;11;0.88;14.76;13.40;;87.13;
02/10/20 17:00;Barletta - Casardi;;22;11;0.69;15.03;13.97;;76.07;0.16
02/10/20 18:00;Barletta - Casardi;;22;11;0.58;16.36;15.47;;68.38;
02/10/20 19:00;Barletta - Casardi;;22;11;0.44;15.36;14.69;;67.70;0.07
02/10/20 20:00;Barletta - Casardi;;22;11;0.43;12.88;12.22;;63.12;0.07
02/10/20 21:00;Barletta - Casardi;;22;11;0.32;11.71;11.22;;61.81;0.16
02/10/20 22:00;Barletta - Casardi;;22;11;2.65;24.17;20.11;;51.30;0.08
02/10/20 23:00;Barletta - Casardi;;22;11;0.22;7.23;6.88;;66.01;
03/10/20 00:00;Barletta - Casardi;;22;11;0.30;4.95;4.49;;68.08;
03/10/20 01:00;Barletta - Casardi;;45;13;0.41;4.48;3.86;;67.30;
03/10/20 02:00;Barletta - Casardi;;45;13;0.24;3.83;3.49;;68.49;
03/10/20 03:00;Barletta - Casardi;;45;13;0.20;3.88;3.59;;66.39;0.06
03/10/20 04:00;Barletta - Casardi;;45;13;0.43;8.83;8.19;;62.01;
03/10/20 05:00;Barletta - Casardi;;45;13;16.03;61.18;36.65;;30.56;0.40
03/10/20 06:00;Barletta - Casardi;;45;13;0.41;11.86;11.21;;62.43;1.07
03/10/20 07:00;Barletta - Casardi;;45;13;1.17;11.70;9.90;;67.50;0.05
03/10/20 08:00;Barletta - Casardi;;45;13;0.64;9.20;8.22;;67.78;
03/10/20 09:00;Barletta - Casardi;;45;13;1.39;12.95;10.83;;63.37;0.12
03/10/20 10:00;Barletta - Casardi;;45;13;1.12;8.99;7.27;;67.48;0.15
03/10/20 11:00;Barletta - Casardi;;45;13;1.14;8.84;7.09;;66.87;
03/10/20 12:00;Barletta - Casardi;;45;13;1.34;9.67;7.62;;66.26;
03/10/20 13:00;Barletta - Casardi;;45;13;1.05;7.86;6.25;;65.64;0.06
03/10/20 14:00;Barletta - Casardi;;45;13;0.56;5.53;4.68;;65.44;
03/10/20 15:00;Barletta - Casardi;;45;13;0.39;4.71;4.12;;65.06;
03/10/20 16:00;Barletta - Casardi;;45;13;0.51;5.47;4.69;;62.38;0.05
03/10/20 17:00;Barletta - Casardi;;45;13;0.47;6.02;5.29;;60.90;
03/10/20 18:00;Barletta - Casardi;;45;13;0.38;5.59;4.99;;64.37;
03/10/20 19:00;Barletta - Casardi;;45;13;0.49;6.90;6.16;;63.11;
03/10/20 20:00;Barletta - Casardi;;45;13;0.60;8.20;7.27;;63.91;0.12
03/10/20 21:00;Barletta - Casardi;;45;13;0.48;7.53;6.81;;63.11;0.12
03/10/20 22:00;Barletta - Casardi;;45;13;0.34;6.01;5.49;;62.30;
03/10/20 23:00;Barletta - Casardi;;45;13;0.25;6.69;6.32;;56.92;0.05
04/10/20 00:00;Barletta - Casardi;;45;13;0.46;7.53;6.82;;55.01;
04/10/20 01:00;Barletta - Casardi;;15;7;0.33;5.40;4.90;;68.48;0.10
04/10/20 02:00;Barletta - Casardi;;15;7;0.21;4.01;3.70;;75.62;
04/10/20 03:00;Barletta - Casardi;;15;7;;;;;77.76;
04/10/20 04:00;Barletta - Casardi;;15;7;0.11;4.35;4.25;;78.76;
04/10/20 05:00;Barletta - Casardi;;15;7;0.28;7.53;7.11;;;
04/10/20 06:00;Barletta - Casardi;;15;7;0.19;10.50;10.23;;64.77;
04/10/20 07:00;Barletta - Casardi;;15;7;0.46;8.67;7.97;;66.31;
04/10/20 08:00;Barletta - Casardi;;15;7;1.00;10.12;8.59;;65.31;
04/10/20 09:00;Barletta - Casardi;;15;7;1.09;8.67;7.00;;72.35;0.05
04/10/20 10:00;Barletta - Casardi;;15;7;1.11;8.30;6.58;;78.32;
04/10/20 11:00;Barletta - Casardi;;15;7;1.07;9.35;7.71;;79.57;
04/10/20 12:00;Barletta - Casardi;;15;7;1.11;9.10;7.40;;82.00;
04/10/20 13:00;Barletta - Casardi;;15;7;1.38;10.53;8.42;;83.70;
04/10/20 14:00;Barletta - Casardi;;15;7;0.85;6.97;5.66;;84.40;
04/10/20 15:00;Barletta - Casardi;;15;7;0.85;7.64;6.34;;82.04;
04/10/20 16:00;Barletta - Casardi;;15;7;0.55;5.10;4.26;;86.38;
04/10/20 17:00;Barletta - Casardi;;15;7;2.38;19.84;16.20;;72.98;
04/10/20 18:00;Barletta - Casardi;;15;7;8.72;60.95;47.58;;43.94;
04/10/20 19:00;Barletta - Casardi;;15;7;0.76;22.98;21.81;;65.37;
04/10/20 20:00;Barletta - Casardi;;15;7;0.47;21.19;20.46;;63.70;
04/10/20 21:00;Barletta - Casardi;;15;7;0.49;23.21;22.46;;63.36;0.10
04/10/20 22:00;Barletta - Casardi;;15;7;0.52;27.58;26.78;;50.47;0.34
04/10/20 23:00;Barletta - Casardi;;15;7;0.58;18.36;17.48;;55.54;0.35
05/10/20 00:00;Barletta - Casardi;;15;7;0.41;15.65;15.02;;55.85;
05/10/20 01:00;Barletta - Casardi;;27;13;0.48;13.34;12.60;;55.57;
05/10/20 02:00;Barletta - Casardi;;27;13;0.13;12.82;12.93;;47.41;0.08
05/10/20 03:00;Barletta - Casardi;;27;13;0.51;15.02;14.26;;40.52;0.07
05/10/20 04:00;Barletta - Casardi;;27;13;1.73;26.06;23.40;;29.35;0.14
05/10/20 05:00;Barletta - Casardi;;27;13;0.74;22.20;21.07;;31.70;0.70
05/10/20 06:00;Barletta - Casardi;;27;13;0.85;32.67;31.36;;20.16;0.13
05/10/20 07:00;Barletta - Casardi;;27;13;14.11;76.72;55.08;;9.63;0.86
05/10/20 08:00;Barletta - Casardi;;27;13;44.56;122.09;53.76;;11.85;2.21
05/10/20 09:00;Barletta - Casardi;;27;13;12.87;57.36;37.62;;28.81;1.46
05/10/20 10:00;Barletta - Casardi;;27;13;6.99;43.95;33.24;;44.62;1.11
05/10/20 11:00;Barletta - Casardi;;27;13;4.33;30.69;24.06;;64.24;0.71
05/10/20 12:00;Barletta - Casardi;;27;13;3.37;26.18;21.01;;71.64;0.26
05/10/20 13:00;Barletta - Casardi;;27;13;2.06;21.46;18.30;;77.63;0.56
05/10/20 14:00;Barletta - Casardi;;27;13;0.88;10.38;9.02;;87.48;
05/10/20 15:00;Barletta - Casardi;;27;13;1.14;14.93;13.18;;85.62;
05/10/20 16:00;Barletta - Casardi;;27;13;1.24;21.05;19.14;;82.28;0.07
05/10/20 17:00;Barletta - Casardi;;27;13;0.73;21.33;20.22;;77.78;0.10
05/10/20 18:00;Barletta - Casardi;;27;13;7.04;55.50;44.70;;51.54;0.66
05/10/20 19:00;Barletta - Casardi;;27;13;1.62;55.76;53.28;;34.55;0.98
05/10/20 20:00;Barletta - Casardi;;27;13;2.57;64.84;60.91;;29.54;1.56
05/10/20 21:00;Barletta - Casardi;;27;13;0.54;29.52;28.70;;54.04;1.07
05/10/20 22:00;Barletta - Casardi;;27;13;0.38;17.07;16.49;;57.64;0.48
05/10/20 23:00;Barletta - Casardi;;27;13;0.29;12.80;12.37;;59.75;0.25
06/10/20 00:00;Barletta - Casardi;;27;13;0.19;9.57;9.28;;62.10;0.10
06/10/20 01:00;Barletta - Casardi;;19;8;0.24;8.12;7.75;;63.60;0.07
06/10/20 02:00;Barletta - Casardi;;19;8;0.31;7.24;6.78;;63.81;0.16
06/10/20 03:00;Barletta - Casardi;;19;8;;;;;59.57;
06/10/20 04:00;Barletta - Casardi;;19;8;0.34;8.44;7.91;;58.51;
06/10/20 05:00;Barletta - Casardi;;19;8;0.30;13.35;12.88;;;
06/10/20 06:00;Barletta - Casardi;;19;8;0.35;22.87;22.33;;44.14;
06/10/20 07:00;Barletta - Casardi;;19;8;1.90;33.70;30.79;;35.96;0.29
06/10/20 08:00;Barletta - Casardi;;19;8;5.19;39.64;31.70;;34.33;0.63
06/10/20 09:00;Barletta - Casardi;;19;8;5.81;32.31;23.40;;46.45;0.64
06/10/20 10:00;Barletta - Casardi;;19;8;2.94;18.26;13.74;;59.29;0.52
06/10/20 11:00;Barletta - Casardi;;19;8;2.50;15.86;12.02;;65.91;0.22
06/10/20 12:00;Barletta - Casardi;;19;8;1.50;12.02;9.72;;74.12;
06/10/20 13:00;Barletta - Casardi;;19;8;1.44;11.14;8.92;;77.35;0.10
06/10/20 14:00;Barletta - Casardi;;19;8;0.95;7.11;5.65;;82.91;0.05
06/10/20 15:00;Barletta - Casardi;;19;8;0.80;7.32;6.07;;81.74;
06/10/20 16:00;Barletta - Casardi;;19;8;0.72;8.47;7.36;;80.52;
06/10/20 17:00;Barletta - Casardi;;19;8;0.60;8.77;7.85;;77.46;
06/10/20 18:00;Barletta - Casardi;;19;8;1.36;21.28;19.20;;62.15;
06/10/20 19:00;Barletta - Casardi;;19;8;2.72;34.32;30.15;;49.15;0.27
06/10/20 20:00;Barletta - Casardi;;19;8;3.93;39.62;33.61;;43.29;0.73
06/10/20 21:00;Barletta - Casardi;;19;8;0.99;28.43;26.91;;46.60;0.88
06/10/20 22:00;Barletta - Casardi;;19;8;0.92;24.95;23.53;;39.95;0.59
06/10/20 23:00;Barletta - Casardi;;19;8;0.64;16.78;15.81;;43.97;0.12
07/10/20 00:00;Barletta - Casardi;;19;8;0.53;12.90;12.08;;45.00;0.06
07/10/20 01:00;Barletta - Casardi;;8;5;0.39;10.27;9.69;;45.13;
07/10/20 02:00;Barletta - Casardi;;8;5;0.29;5.65;5.20;;53.10;
07/10/20 03:00;Barletta - Casardi;;8;5;0.32;5.65;5.15;;53.07;0.08
07/10/20 04:00;Barletta - Casardi;;8;5;0.28;5.87;5.43;;53.30;
07/10/20 05:00;Barletta - Casardi;;8;5;0.45;11.63;10.94;;47.15;0.05
07/10/20 06:00;Barletta - Casardi;;8;5;0.96;15.51;14.03;;47.47;
07/10/20 07:00;Barletta - Casardi;;8;5;1.38;24.84;22.72;;40.79;0.05
07/10/20 08:00;Barletta - Casardi;;8;5;2.84;32.66;28.31;;37.52;0.45
07/10/20 09:00;Barletta - Casardi;;8;5;1.43;17.69;15.49;;47.76;0.42
07/10/20 10:00;Barletta - Casardi;;8;5;1.90;17.41;14.50;;43.51;
07/10/20 11:00;Barletta - Casardi;;8;5;2.24;16.28;12.85;;43.79;0.13
07/10/20 12:00;Barletta - Casardi;;8;5;2.45;21.43;17.69;;38.46;0.05
07/10/20 13:00;Barletta - Casardi;;8;5;1.91;21.34;18.41;;42.63;0.36
07/10/20 14:00;Barletta - Casardi;;8;5;1.61;15.47;13.00;;53.75;
07/10/20 15:00;Barletta - Casardi;;8;5;1.74;16.35;13.69;;49.95;0.05
07/10/20 16:00;Barletta - Casardi;;8;5;0.93;15.66;14.24;;49.53;
07/10/20 17:00;Barletta - Casardi;;8;5;1.22;18.47;16.60;;48.26;0.08
07/10/20 18:00;Barletta - Casardi;;8;5;1.36;23.97;21.89;;39.86;0.07
07/10/20 19:00;Barletta - Casardi;;8;5;2.47;31.01;27.23;;26.75;0.57
07/10/20 20:00;Barletta - Casardi;;8;5;2.60;31.97;27.98;;23.67;0.41
07/10/20 21:00;Barletta - Casardi;;8;5;1.50;24.66;22.35;;31.98;0.08
07/10/20 22:00;Barletta - Casardi;;8;5;1.65;28.89;26.37;;30.33;
07/10/20 23:00;Barletta - Casardi;;8;5;0.77;18.53;17.36;;36.65;
08/10/20 00:00;Barletta - Casardi;;8;5;0.43;8.91;8.24;;52.16;0.19
08/10/20 01:00;Barletta - Casardi;;17;5;0.42;6.60;5.97;;57.03;0.22
08/10/20 02:00;Barletta - Casardi;;17;5;0.29;5.52;5.07;;54.45;
08/10/20 03:00;Barletta - Casardi;;17;5;;;;;54.58;
08/10/20 04:00;Barletta - Casardi;;17;5;;;;;55.62;0.05
08/10/20 05:00;Barletta - Casardi;;17;5;;;;;;
08/10/20 06:00;Barletta - Casardi;;17;5;;;;;61.39;
08/10/20 07:00;Barletta - Casardi;;17;5;;;;;54.74;
08/10/20 08:00;Barletta - Casardi;;17;5;;;;;38.91;0.29
08/10/20 09:00;Barletta - Casardi;;17;5;;;;;53.95;0.12
08/10/20 10:00;Barletta - Casardi;;17;5;2.16;14.65;11.34;;49.30;0.04
08/10/20 11:00;Barletta - Casardi;;17;5;2.51;14.72;10.88;;54.68;
08/10/20 12:00;Barletta - Casardi;;17;5;2.70;14.74;10.61;;57.53;0.09
08/10/20 13:00;Barletta - Casardi;;17;5;1.92;11.23;8.28;;60.84;0.04
08/10/20 14:00;Barletta - Casardi;;17;5;1.21;7.77;5.91;;63.41;
08/10/20 15:00;Barletta - Casardi;;17;5;1.10;7.94;6.25;;65.59;
08/10/20 16:00;Barletta - Casardi;;17;5;1.25;10.16;8.24;;65.88;
08/10/20 17:00;Barletta - Casardi;;17;5;1.28;14.54;12.58;;65.51;0.08
08/10/20 18:00;Barletta - Casardi;;17;5;0.43;12.86;12.20;;65.58;0.07
08/10/20 19:00;Barletta - Casardi;;17;5;0.62;16.68;15.74;;62.22;0.11
08/10/20 20:00;Barletta - Casardi;;17;5;0.75;16.98;15.84;;60.92;0.11
08/10/20 21:00;Barletta - Casardi;;17;5;1.47;31.98;29.71;;35.64;0.40
08/10/20 22:00;Barletta - Casardi;;17;5;0.86;22.05;20.74;;39.95;0.13
08/10/20 23:00;Barletta - Casardi;;17;5;1.41;16.95;14.80;;44.82;
09/10/20 00:00;Barletta - Casardi;;17;5;0.60;12.15;11.23;;46.46;0.06
09/10/20 01:00;Barletta - Casardi;;11;4;0.60;9.87;8.95;;50.59;0.09
09/10/20 02:00;Barletta - Casardi;;11;4;0.45;7.68;6.99;;52.13;
09/10/20 03:00;Barletta - Casardi;;11;4;0.31;8.06;7.58;;53.30;
09/10/20 04:00;Barletta - Casardi;;11;4;0.22;8.06;7.73;;52.30;
09/10/20 05:00;Barletta - Casardi;;11;4;0.47;14.00;13.28;;47.85;
09/10/20 06:00;Barletta - Casardi;;11;4;0.56;23.41;22.55;;39.67;
09/10/20 07:00;Barletta - Casardi;;11;4;4.26;38.17;31.64;;30.94;
09/10/20 08:00;Barletta - Casardi;;11;4;6.28;37.34;27.71;;37.09;0.34
09/10/20 09:00;Barletta - Casardi;;11;4;4.40;24.07;17.32;;44.92;0.41
09/10/20 10:00;Barletta - Casardi;;11;4;3.82;20.60;14.76;;52.34;0.22
09/10/20 11:00;Barletta - Casardi;;11;4;2.50;14.70;10.87;;61.55;0.16
09/10/20 12:00;Barletta - Casardi;;11;4;1.80;11.76;9.01;;69.99;0.10
